[100.0, 800.0, 0.250497, [968.885, 282.5915625, 822.0843181818182, 282.5915625, 9994.815789473685], [82810.25, 14026.689999999999, 171276.45, 39163.655, 6092085.0], [4787.44, 1322.5755, 71609.2, 2077.3555, 662769.0], [559.3860804397942, 282.5915055064023, 581.3014395615786, 282.5915055064023, 2181.047646560042]]
[100.0, 500.0, 0.373102, [298.7035, 597.407, 298.7035, 256.03157142857145, 358.4442, 853.4385714285715], [37925.64, 52320.85, 23473.704999999998, 11153.145, 85086.75, 400800.64999999997], [2127.3815, 2712.5074999999997, 2070.611, 603.5115, 10354.224999999999, 144026.2], [298.70349475320467, 422.4305334082227, 298.70349475320467, 256.0315669313183, 358.4441937038456, 603.4721905831753]]
[100.0, 600.0, 0.297439, [273.0801515151515, 1877.4262500000002, 1638.4813636363635, 300.3881666666667, 360.4658, 858.2521428571429], [11780.494999999999, 603572.5, 682951.5000000001, 58412.100000000006, 85086.75, 400800.64999999997], [699.5115000000001, 29395.095, 50629.95, 2982.46, 10354.224999999999, 144026.2], [273.08020093600834, 839.6107315628805, 819.2407919571704, 300.38822102960916, 360.465865235531, 606.8758983590222]]
[100.0, 100.0, 0.743654, [320.50857142857143, 218.8837804878049, 320.50857142857143, 230.10858974358973, 2991.4119047619047, 9502.135294117646], [68526.35, 1832.1645, 43107.77, 3760.1325, 900891.5, 7027470.0], [3907.9455000000003, 112.70085, 3809.502, 216.91330000000002, 96745.0, 2080982.0], [320.50850461510726, 218.88385681031716, 320.50850461510726, 230.10866998007702, 1130.6478286679965, 2239.674500571927]]
[100.0, 1000.0, 0.441946, [256.58371428571434, 299.34766666666667, 6144.505263157895, 256.58371428571434, 8035.12105263158], [7624.9800000000005, 27864.195, 3155353.0, 13135.11, 6092085.0], [475.0985, 2508.8595, 1140444.0, 724.1385, 662769.0], [256.583717491256, 299.3476704064653, 1704.1789113156085, 256.583717491256, 1948.8031699004007]]
[100.0, 400.0, 0.471811, [320.8358928571429, 280.73140625, 332.7187037037037, 236.40539473684208, 299.4468333333333, 259395.8125], [68526.35, 29268.079999999998, 88534.6, 6486.075, 7358.615, 165600350.0], [3907.9455000000003, 1557.162, 7364.345, 361.91725, 1093.421, 51360300.0], [320.83586225701777, 280.73137947489056, 332.7186719702407, 236.40537218938152, 299.44680477321657, 17066.988878387423]]
[100.0, 900.0, 0.493766, [641.0594642857143, 236.17973684210526, 320.5296428571429, 271.9645454545455, 2447.6818181818185, 3778.876315789474], [68526.35, 5573.26, 43107.77, 19100.865, 412936.0, 2629289.9999999995], [3907.9455000000003, 320.966, 3809.502, 1009.3225, 44660.545000000006, 816614.0], [453.2974073837355, 236.179738998868, 320.52964578417794, 271.9645479380904, 999.2616075535868, 1336.0345157019012]]
[100.0, 200.0, 0.133885, [669.630925925926, 1084.8022, 860.9542857142857, 301.334, 322.8578571428571], [159462.9, 201354.25000000003, 484675.95, 69734.85, 20270.655], [8936.745, 16496.170000000002, 189810.4, 3626.656, 2966.335], [473.50055731517125, 626.3108812722321, 608.7865239523883, 301.3339786128784, 322.85783422808396]]
[100.0, 700.0, 0.876671, [320.2757142857143, 459.88307692307694, 229.94153846153847, 271.7490909090909, 332.1377777777778, 407.62363636363636], [68526.35, 3190.5415, 788.8394999999999, 19100.865, 38102.32, 142446.45], [3907.9455000000003, 190.9338, 92.3748, 1009.3225, 4997.9005, 55644.9], [320.27566052463277, 325.18636238733745, 229.94149986383889, 271.7490452936278, 332.1376704000397, 407.6235679404417]]
[100.0, 300.0, 0.156227, [1120.1529166666667, 320.04375, 2443.9704545454547, 960.1308928571428, 4928.672500000001, 407.32840909090913], [477355.2, 95680.45, 682951.5000000001, 105491.3, 2026709.0, 142446.45], [24681.614999999998, 5069.755, 50629.95, 5518.01, 205900.15000000002, 55644.9], [646.7205263760469, 320.04364338863127, 997.7464276479758, 554.3318797508973, 1486.0505543217566, 407.3282734037125]]
[200.0, 700.0, 0.382331, [30.847717948717946, 27.342295454545457, 75.19137500000001, 63.31902631578947, 37.595671875, 37.595687500000004], [2002.5024999999998, 1066.1865, 11909.62, 6486.075, 3297.8, 171.30525], [134.418, 68.36240000000001, 1103.4355, 361.91725, 535.164, 161.48875], [30.847731059278708, 27.342307075269765, 53.16831873576125, 44.77332104064105, 37.59567547542037, 37.5956689815712]]
[200.0, 400.0, 0.274283, [73.06907575757576, 30.913833333333333, 56239.52941176471, 27.400897727272724, 45246.94117647059, 55181.192307692305], [11780.494999999999, 3190.5415, 16925610.0, 1339.1305, 11781415.0, 17363890.0], [699.5115000000001, 190.9338, 1218245.0, 81.8697, 1135248.0, 5057360.0], [51.66762195864389, 30.913834886288793, 1997.124663213397, 27.400894391055047, 1791.3435641176939, 2262.2084957197267]]
[200.0, 500.0, 0.190989, [160.40906666666666, 30.84788461538462, 200.51133333333334, 30.84788461538462, 45079.67647058824, 53120.07692307692], [37925.64, 3190.5415, 23473.704999999998, 3760.1325, 11781415.0, 17363890.0], [2127.3815, 190.9338, 2070.611, 216.91330000000002, 1135248.0, 5057360.0], [80.20453021286683, 30.847896235718007, 89.67139082970294, 30.847896235718007, 1786.1215254865017, 2217.1894357683645]]
[200.0, 100.0, 0.353266, [67605.38235294117, 96.42243421052632, 37.010621212121215, 69.79147142857143, 34.89574285714286, 56182.153846153844], [21754490.0, 5573.26, 6082.915, 11153.145, 498.33255, 17363890.0], [1160919.5, 320.966, 589.0765, 603.5115, 98.34445000000001, 5057360.0], [2203.8722213790184, 55.66952721541482, 37.01063307367537, 49.35002016003558, 34.8957456035043, 2297.459041492857]]
[200.0, 600.0, 0.368314, [27.260295454545457, 72178.82352941176, 57573.73529411764, 159.92703333333333, 43462.529411764706, 54990.307692307695], [605.6410000000001, 25284265.0, 16925610.0, 58412.100000000006, 11781415.0, 17363890.0], [44.74865500000001, 1286031.9999999998, 1218245.0, 2982.46, 1135248.0, 5057360.0], [27.260290725031222, 2256.6909356929573, 2015.4839631057184, 79.96353335531556, 1751.1550809814241, 2252.490403476001]]
[200.0, 1000.0, 0.323066, [67097.08823529411, 29.53370731707317, 31.048256410256407, 31.048256410256407, 45016.32352941177, 57842.88461538462], [21754490.0, 1832.1645, 788.8394999999999, 3760.1325, 11781415.0, 17363890.0], [1160919.5, 112.70085, 92.3748, 216.91330000000002, 1135248.0, 5057360.0], [2186.141471376446, 29.533697568845707, 31.048246162119845, 31.048246162119845, 1790.6528743067363, 2321.155280096428]]
[200.0, 300.0, 0.203465, [66797.41176470589, 29.40179268292683, 58571.82352941177, 34.4421, 44673.41176470589, 56286.34615384616], [21754490.0, 1832.1645, 16925610.0, 11153.145, 11781415.0, 17363890.0], [1160919.5, 112.70085, 1218245.0, 603.5115, 1135248.0, 5057360.0], [2176.3771840052964, 29.401794107301306, 2037.9744761399552, 34.44210166855296, 1779.8319873275082, 2284.5917507195068]]
[200.0, 900.0, 0.571627, [112.94296875, 68314.99999999999, 36.50681818181818, 22.730650943396224, 37.64765625, 56807.42307692308], [21241.575, 25284265.0, 6082.915, 165.96295, 3297.8, 17363890.0], [1229.805, 1286031.9999999998, 589.0765, 12.055115, 535.164, 5057360.0], [65.20765732809875, 2200.277782085503, 36.50682037488745, 22.730657827453626, 37.647652026720074, 2294.4298385489296]]
[200.0, 800.0, 0.224881, [31.64609210526316, 31.646105263157896, 34.358628571428575, 29.330536585365856, 48102.058823529405, 58740.03846153846], [3559.085, 5573.26, 3179.4610000000002, 2229.6014999999998, 11781415.0, 17363890.0], [227.90169999999998, 320.966, 325.28475000000003, 131.54345, 1135248.0, 5057360.0], [31.646101841662162, 31.646093635427917, 34.35862188678678, 29.33052580844539, 1844.6302880669555, 2331.026896140957]]
[200.0, 200.0, 0.435463, [112.646171875, 29.306329268292682, 29.306317073170728, 68.66051428571429, 43468.17647058823, 42.91283928571429], [21241.575, 1832.1645, 371.49145000000004, 11153.145, 11781415.0, 2563.698], [1229.805, 112.70085, 46.153985000000006, 603.5115, 1135248.0, 1667.126], [65.03629170148965, 29.30631422645229, 29.306316763806386, 48.550310535167796, 1752.8057093332623, 42.91281726016228]]
[300.0, 400.0, 0.440742, [27874.949999999997, 24.06641463414634, 21839.475, 5.574707627118644, 12169.587500000001, 3979.7850000000003], [4104674.9999999995, 1832.1645, 3110390.0, 56.76115, 2026709.0, 986799.0], [214013.6, 112.70085, 227620.6, 4.5691144999999995, 205900.15000000002, 327245.89999999997], [677.0628202020843, 13.89475611415123, 599.2984440160011, 5.574706132441899, 447.3628979922228, 255.83014384548196]]
[300.0, 1000.0, 0.317338, [27653.625, 29766.975, 7.991457317073172, 6.182070754716982, 11074.56, 3522.2325], [4104674.9999999995, 4834560.0, 371.49145000000004, 165.96295, 2026709.0, 986799.0], [214013.6, 241607.55000000002, 46.153985000000006, 12.055115, 205900.15000000002, 327245.89999999997], [673.0789329640321, 698.3244679230423, 7.991456994187384, 6.182071224758049, 425.94461200958983, 240.21439642535998]]
[300.0, 200.0, 0.207187, [26951.149999999998, 31686.924999999996, 22198.94, 33.730576923076924, 13056.265, 4012.2524999999996], [4104674.9999999995, 4834560.0, 3110390.0, 3760.1325, 2026709.0, 986799.0], [214013.6, 241607.55000000002, 227620.6, 216.91330000000002, 205900.15000000002, 327245.89999999997], [665.7143719343906, 721.8372825644295, 604.1786263184092, 16.865290812435884, 463.34949012597394, 256.8581807145725]]
[300.0, 800.0, 0.270133, [28450.600000000002, 6.832517708333334, 22284.9375, 32140.175, 8.630547368421052, 4115.907499999999], [4104674.9999999995, 359.72245, 3110390.0, 5381045.0, 198.3774, 986799.0], [214013.6, 25.369770000000003, 227620.6, 268609.69999999995, 44.19444, 327245.89999999997], [683.033079359997, 6.832515512544897, 604.5075475128496, 725.97227908509, 8.630546913591331, 259.7937884168904]]
[300.0, 700.0, 0.195004, [28089.524999999998, 31789.85, 21938.7725, 31164.899999999998, 12285.055, 3404.2925], [4104674.9999999995, 4834560.0, 3110390.0, 5381045.0, 2026709.0, 986799.0], [214013.6, 241607.55000000002, 227620.6, 268609.69999999995, 205900.15000000002, 327245.89999999997], [679.6736349160528, 723.0568355945471, 600.6679094974194, 715.9144065459222, 449.486651637176, 236.61467885572947]]
