[100.0, 1800.0, 0.9994, [160.5116088], [401.764], [38.278302], [8.704963965002957]]
[100.0, 800.0, 0.997912, [142.7787008], [401.764], [38.278302], [8.188919948320413]]
[100.0, 500.0, 0.998349, [146.2298416], [401.764], [38.278302], [8.27863419846535]]
[100.0, 1100.0, 0.998927, [152.42642800000002], [401.764], [38.278302], [8.481232457608977]]
[100.0, 600.0, 0.999346, [159.32652], [401.764], [38.278302], [8.67906955013036]]
[100.0, 1400.0, 0.996207, [133.7439328], [401.764], [38.278302], [7.922307982904982]]
[100.0, 1700.0, 0.998365, [146.3714296], [401.764], [38.278302], [8.299962424975186]]
[100.0, 100.0, 0.998903, [152.1095248], [401.764], [38.278302], [8.463599990547758]]
[100.0, 1200.0, 0.998367, [146.3861864], [401.764], [38.278302], [8.300798589051539]]
[100.0, 1000.0, 0.999683, [169.1120264], [401.764], [38.278302], [8.937848059572282]]
[100.0, 2000.0, 0.997342, [139.1756128], [401.764], [38.278302], [8.075789136424998]]
[100.0, 400.0, 0.999263, [157.67867120000003], [401.764], [38.278302], [8.614906723580935]]
[100.0, 1600.0, 0.998374, [146.4541744], [401.764], [38.278302], [8.27807799914932]]
[100.0, 1300.0, 0.99945, [161.7091912], [401.764], [38.278302], [8.731473735859257]]
[100.0, 1500.0, 0.998101, [144.1831912], [401.764], [38.278302], [8.242405229543133]]
[100.0, 900.0, 0.998347, [146.213208], [401.764], [38.278302], [8.304350327870326]]
[100.0, 1900.0, 0.99785, [142.3457856], [401.764], [38.278302], [8.191079870200266]]
[100.0, 200.0, 0.999305, [158.4960912], [401.764], [38.278302], [8.621050946607381]]
[100.0, 700.0, 0.997586, [140.6199392], [401.764], [38.278302], [8.159596127260222]]
[100.0, 300.0, 0.999437, [161.3852408], [401.764], [38.278302], [8.726714787134961]]
[200.0, 1800.0, 0.994797, [66.15000560000001], [190.20999999999998], [15.425373200000001], [2.737306597953543]]
[200.0, 700.0, 0.992914, [63.438894399999995], [190.20999999999998], [15.425373200000001], [2.6855825879685775]]
[200.0, 2000.0, 0.989019, [59.490236], [190.20999999999998], [15.425373200000001], [2.591435384183831]]
[200.0, 1300.0, 0.985762, [57.0832216], [190.20999999999998], [15.425373200000001], [2.5452148759584134]]
[200.0, 1400.0, 0.991319, [61.6255744], [190.20999999999998], [15.425373200000001], [2.647045129347061]]
[200.0, 400.0, 0.98852, [59.0819584], [190.20999999999998], [15.425373200000001], [2.5934099955078445]]
[200.0, 1900.0, 0.993206, [63.812561599999995], [190.20999999999998], [15.425373200000001], [2.6989839783148026]]
[200.0, 1700.0, 0.991717, [62.046897599999994], [190.20999999999998], [15.425373200000001], [2.6553628994922707]]
[200.0, 500.0, 0.985006, [56.597093599999994], [190.20999999999998], [15.425373200000001], [2.536176199557121]]
[200.0, 1500.0, 0.992336, [62.741442400000004], [190.20999999999998], [15.425373200000001], [2.670453051600046]]
[200.0, 100.0, 0.993203, [63.80751999999999], [190.20999999999998], [15.425373200000001], [2.682030226824448]]
[200.0, 600.0, 0.991054, [61.354524], [190.20999999999998], [15.425373200000001], [2.6476429994997437]]
[200.0, 1000.0, 0.99429, [65.3402032], [190.20999999999998], [15.425373200000001], [2.727247478612823]]
[200.0, 1200.0, 0.989012, [59.483888], [190.20999999999998], [15.425373200000001], [2.603539532866747]]
[200.0, 300.0, 0.99222, [62.608281600000005], [190.20999999999998], [15.425373200000001], [2.662375091229634]]
[200.0, 1600.0, 0.989606, [59.992629599999994], [190.20999999999998], [15.425373200000001], [2.60837506996214]]
[200.0, 900.0, 0.992006, [62.36549359999999], [190.20999999999998], [15.425373200000001], [2.659273646392939]]
[200.0, 800.0, 0.994376, [65.4725176], [190.20999999999998], [15.425373200000001], [2.730392609424513]]
[200.0, 1100.0, 0.989726, [60.099000000000004], [190.20999999999998], [15.425373200000001], [2.613000189513962]]
[200.0, 200.0, 0.99118, [61.482054399999996], [190.20999999999998], [15.425373200000001], [2.640880151464659]]
[300.0, 2000.0, 0.941543, [24.6913464], [77.83200000000001], [6.5614124], [1.0333004891124362]]
[300.0, 400.0, 0.955855, [392.82192200000003], [3529.12], [183.784812], [20.58946331500654]]
[300.0, 1000.0, 0.962901, [407.018488], [3529.12], [183.784812], [21.01834585308749]]
[300.0, 200.0, 0.951652, [385.247884], [3529.12], [183.784812], [20.41809892227971]]
[300.0, 1600.0, 0.944418, [373.424642], [3529.12], [183.784812], [20.16303366063748]]
[300.0, 1300.0, 0.955581, [392.310632], [3529.12], [183.784812], [20.64792382783315]]
[300.0, 800.0, 0.969781, [423.313022], [3529.12], [183.784812], [21.4352843228169]]
[300.0, 700.0, 0.952628, [26.0859928], [77.83200000000001], [6.5614124], [1.066735298825346]]
[300.0, 300.0, 0.93113, [354.713038], [3529.12], [183.784812], [19.645737817653984]]
[300.0, 900.0, 0.958291, [397.497362], [3529.12], [183.784812], [20.777518186732504]]
[300.0, 600.0, 0.95959, [400.085828], [3529.12], [183.784812], [20.884309028550597]]
[300.0, 1400.0, 0.961332, [27.407775200000003], [77.83200000000001], [6.5614124], [1.0910863333760532]]
[300.0, 500.0, 0.942976, [24.8574616], [77.83200000000001], [6.5614124], [1.0393426938214363]]
[300.0, 1200.0, 0.955753, [26.532928799999997], [77.83200000000001], [6.5614124], [1.0742868008869884]]
[300.0, 100.0, 0.721733, [210.59329], [3529.12], [183.784812], [15.158832210958732]]
[300.0, 1100.0, 0.935418, [24.020464], [77.83200000000001], [6.5614124], [1.0214542530333897]]
[300.0, 1900.0, 0.939361, [24.445430399999996], [77.83200000000001], [6.5614124], [1.0311684063430182]]
[300.0, 1500.0, 0.952677, [387.042896], [3529.12], [183.784812], [20.455853988528567]]
[300.0, 1700.0, 0.958042, [397.008244], [3529.12], [183.784812], [20.72366114372651]]
[300.0, 1800.0, 0.941345, [368.79023400000005], [3529.12], [183.784812], [19.971110715230637]]
[400.0, 900.0, 0.910529, [330.89824], [3529.12], [183.784812], [12.929264605537316]]
[400.0, 1200.0, 0.88279, [305.047758], [3529.12], [183.784812], [12.391717835715918]]
[400.0, 1500.0, 0.909424, [329.75302400000004], [3529.12], [183.784812], [12.943939828352109]]
[400.0, 200.0, 0.873473, [297.461714], [3529.12], [183.784812], [12.215289389940788]]
[400.0, 1600.0, 0.87362, [297.578232], [3529.12], [183.784812], [12.261496518777795]]
[400.0, 500.0, 0.864557, [290.60247], [3529.12], [183.784812], [12.118959069161015]]
[400.0, 1700.0, 0.886637, [308.319508], [3529.12], [183.784812], [12.46307840302708]]
[400.0, 300.0, 0.861599, [200.30907], [1702.9199999999998], [127.16401], [10.040587237806362]]
[400.0, 1300.0, 0.895724, [316.412242], [3529.12], [183.784812], [12.656489353687302]]
[400.0, 1400.0, 0.905588, [325.86216], [3529.12], [183.784812], [12.83081010536747]]
[400.0, 1100.0, 0.893201, [314.110586], [3529.12], [183.784812], [12.594687435581719]]
[400.0, 800.0, 0.904052, [324.34061799999995], [3529.12], [183.784812], [12.80070243228863]]
[400.0, 100.0, 0.495265, [89.62658400000001], [1702.9199999999998], [127.16401], [6.71779880020234]]
[400.0, 1000.0, 0.917289, [338.167528], [3529.12], [183.784812], [13.045096358402262]]
[400.0, 400.0, 0.885851, [307.6434], [3529.12], [183.784812], [12.466339478772428]]
[400.0, 1800.0, 0.88735, [308.93530999999996], [3529.12], [183.784812], [12.498183916073566]]
[400.0, 2000.0, 0.877941, [301.042584], [3529.12], [183.784812], [12.290011207480651]]
[400.0, 600.0, 0.88957, [310.872968], [3529.12], [183.784812], [12.505145475363332]]
[400.0, 700.0, 0.883008, [305.230562], [3529.12], [183.784812], [12.388925607977473]]
[400.0, 1900.0, 0.879858, [302.610448], [3529.12], [183.784812], [12.343738088601848]]
[500.0, 1700.0, 0.657047, [127.689146], [1702.9199999999998], [127.16401], [5.798065980997457]]
[500.0, 1100.0, 0.683669, [134.970762], [1702.9199999999998], [127.16401], [5.959104261548039]]
[500.0, 300.0, 0.705878, [141.36425599999998], [1702.9199999999998], [127.16401], [6.09464587650505]]
[500.0, 1300.0, 0.677786, [133.32801], [1702.9199999999998], [127.16401], [5.898084411060934]]
[500.0, 1800.0, 0.669251, [130.979342], [1702.9199999999998], [127.16401], [5.851726155588622]]
[500.0, 1400.0, 0.72525, [147.214812], [1702.9199999999998], [127.16401], [6.2209621763839715]]
[500.0, 600.0, 0.679476, [133.797992], [1702.9199999999998], [127.16401], [5.91309200334309]]
[500.0, 1900.0, 0.668975, [188.696416], [3529.12], [183.784812], [7.017696137622376]]
[500.0, 1200.0, 0.676345, [132.92849999999999], [1702.9199999999998], [127.16401], [5.886172294454181]]
[500.0, 800.0, 0.678995, [133.66404], [1702.9199999999998], [127.16401], [5.936230046081435]]
[500.0, 1000.0, 0.666558, [130.246608], [1702.9199999999998], [127.16401], [5.842358571672916]]
[500.0, 2000.0, 0.675408, [132.66938199999998], [1702.9199999999998], [127.16401], [5.903708888486966]]
[500.0, 700.0, 0.666195, [130.148168], [1702.9199999999998], [127.16401], [5.843825226681578]]
[500.0, 100.0, 0.295844, [73.48569], [3529.12], [183.784812], [4.383787932827043]]
[500.0, 200.0, 0.511888, [93.172632], [1702.9199999999998], [127.16401], [4.931219309663685]]
[500.0, 1500.0, 0.657672, [127.85561999999999], [1702.9199999999998], [127.16401], [5.770044980760549]]
[500.0, 900.0, 0.6902, [136.81872], [1702.9199999999998], [127.16401], [5.971258919189487]]
[500.0, 1600.0, 0.667457, [130.490684], [1702.9199999999998], [127.16401], [5.847426928145404]]
[500.0, 500.0, 0.712167, [143.23388], [1702.9199999999998], [127.16401], [6.1130729032132445]]
[500.0, 400.0, 0.650975, [181.758512], [3529.12], [183.784812], [6.9094205024734165]]
[600.0, 200.0, 0.244587, [41.7436154], [1702.9199999999998], [127.16401], [2.4683515989420957]]
[600.0, 1400.0, 0.469122, [84.174066], [1702.9199999999998], [127.16401], [3.5011793344528925]]
[600.0, 1900.0, 0.467626, [83.86641800000001], [1702.9199999999998], [127.16401], [3.4974719927398987]]
[600.0, 100.0, 0.183332, [0.41896585333333336], [2.3414], [0.294280676], [0.04517824792726891]]
[600.0, 800.0, 0.47565, [85.522004], [1702.9199999999998], [127.16401], [3.523871725815229]]
[600.0, 1200.0, 0.481157, [86.66607], [1702.9199999999998], [127.16401], [3.555951743204623]]
[600.0, 600.0, 0.493915, [89.341384], [1702.9199999999998], [127.16401], [3.6055250724409063]]
[600.0, 1600.0, 0.485537, [87.58045800000001], [1702.9199999999998], [127.16401], [3.5724815431293693]]
[600.0, 400.0, 0.480694, [86.569516], [1702.9199999999998], [127.16401], [3.5490044897125728]]
[600.0, 500.0, 0.473747, [85.12806], [1702.9199999999998], [127.16401], [3.5256444851969975]]
[600.0, 1100.0, 0.48858, [88.218294], [1702.9199999999998], [127.16401], [3.589551869523548]]
[600.0, 300.0, 0.490869, [88.69931600000001], [1702.9199999999998], [127.16401], [3.594277342109259]]
[600.0, 1700.0, 0.481526, [86.742844], [1702.9199999999998], [127.16401], [3.5501484583042435]]
[600.0, 1500.0, 0.453037, [80.8887], [1702.9199999999998], [127.16401], [3.427364893325483]]
[600.0, 1800.0, 0.447757, [79.820994], [1702.9199999999998], [127.16401], [3.416023926145717]]
[600.0, 1000.0, 0.456861, [81.665226], [1702.9199999999998], [127.16401], [3.454070745077466]]
[600.0, 2000.0, 0.456946, [81.68243], [1702.9199999999998], [127.16401], [3.4578934633675456]]
[600.0, 700.0, 0.494237, [89.409326], [1702.9199999999998], [127.16401], [3.6082662135712766]]
[600.0, 1300.0, 0.476935, [85.78839], [1702.9199999999998], [127.16401], [3.5288626496365656]]
[600.0, 900.0, 0.475786, [85.550294], [1702.9199999999998], [127.16401], [3.528035067852926]]
[700.0, 2000.0, 0.330601, [57.265584], [1702.9199999999998], [127.16401], [2.2140154100638054]]
[700.0, 100.0, 0.124863, [0.22609628666666665], [1.56584], [0.228597782], [0.025437829012887263]]
[700.0, 1000.0, 0.295475, [0.6471712399999999], [1.56584], [0.228597782], [0.04276628298606794]]
[700.0, 600.0, 0.313351, [54.095402], [1702.9199999999998], [127.16401], [2.1484029026232485]]
[700.0, 1400.0, 0.321644, [55.61538], [1702.9199999999998], [127.16401], [2.1780667262505986]]
[700.0, 1900.0, 0.320649, [55.432714], [1702.9199999999998], [127.16401], [2.1809705582607024]]
[700.0, 200.0, 0.153747, [0.2870976533333333], [1.56584], [0.228597782], [0.02856727980672216]]
[700.0, 400.0, 0.312468, [53.93385000000001], [1702.9199999999998], [127.16401], [2.145372636163704]]
[700.0, 1300.0, 0.327892, [56.765518], [1702.9199999999998], [127.16401], [2.2012727936355367]]
[700.0, 1100.0, 0.320651, [55.43299], [1702.9199999999998], [127.16401], [2.1725907622007417]]
[700.0, 800.0, 0.309762, [0.6900752866666667], [1.56584], [0.228597782], [0.04435972289263213]]
[700.0, 1500.0, 0.308497, [53.208844], [1702.9199999999998], [127.16401], [2.12835244543755]]
[700.0, 1600.0, 0.29658, [51.042888], [1702.9199999999998], [127.16401], [2.08729834379276]]
[700.0, 1800.0, 0.306599, [30.704632], [630.66], [73.304726], [1.613799716197769]]
[700.0, 1200.0, 0.307531, [53.032848], [1702.9199999999998], [127.16401], [2.1247155508443947]]
[700.0, 700.0, 0.292581, [0.6386472866666666], [1.56584], [0.228597782], [0.04248218920912621]]
[700.0, 900.0, 0.317955, [54.938398], [1702.9199999999998], [127.16401], [2.1598516134216257]]
