[100.0, 1800.0, 0.999978, [117.79679999999999], [137.07999999999998], [19.9292056], [83.29492471933689]]
[100.0, 800.0, 0.977421, [58.16745999999999], [137.07999999999998], [19.9292056], [58.16743198732431]]
[100.0, 500.0, 0.995038, [73.309694], [137.07999999999998], [19.9292056], [32.78508778087989]]
[100.0, 1100.0, 0.979155, [59.01703399999999], [137.07999999999998], [19.9292056], [41.73137138412779]]
[100.0, 600.0, 0.999074, [88.31015599999999], [137.07999999999998], [19.9292056], [50.98586961109911]]
[100.0, 1400.0, 0.978606, [58.741401999999994], [137.07999999999998], [19.9292056], [58.741387624059406]]
[100.0, 1700.0, 0, [0.0], [58.419999999999995], [16.4252844], [0.0]]
[100.0, 100.0, 0, [0.0], [58.419999999999995], [16.4252844], [0.0]]
[100.0, 1200.0, 0.979016, [58.946515999999995], [137.07999999999998], [19.9292056], [58.946500727354454]]
[100.0, 1000.0, 0.97897, [58.923378], [137.07999999999998], [19.9292056], [41.66513324111661]]
[100.0, 2000.0, 0.999059, [88.173628], [137.07999999999998], [19.9292056], [50.90705923543413]]
[100.0, 400.0, 0.978407, [58.643054], [137.07999999999998], [19.9292056], [41.46689639700564]]
[100.0, 1600.0, 0, [0.0], [58.419999999999995], [16.4252844], [0.0]]
[100.0, 1300.0, 0.978775, [58.825489999999995], [137.07999999999998], [19.9292056], [41.59588502724758]]
[100.0, 1500.0, 0.979434, [59.159956], [137.07999999999998], [19.9292056], [59.15993455033566]]
[100.0, 900.0, 0.979646, [59.269251999999994], [137.07999999999998], [19.9292056], [59.26926404132246]]
[100.0, 1900.0, 0.997306, [78.944464], [137.07999999999998], [19.9292056], [39.47221912180768]]
[100.0, 200.0, 0.999977, [117.27318199999999], [137.07999999999998], [19.9292056], [58.63657728756002]]
[100.0, 700.0, 0.97935, [59.116854], [137.07999999999998], [19.9292056], [59.11683695868716]]
[100.0, 300.0, 0.994762, [58.97443799999999], [58.419999999999995], [16.4252844], [58.974421947145856]]
[200.0, 1800.0, 0.807073, [31.8364298], [137.07999999999998], [19.9292056], [10.612141178857355]]
[200.0, 700.0, 0.45119, [14.2219258], [137.07999999999998], [19.9292056], [10.056420643549075]]
