[200.0, 1800.0, 0.092192, [32.77443], [5130.0], [273.72431386341987], [3.3804223108954896]]
[200.0, 700.0, 0.090746, [32.25804], [5130.0], [273.72431386341987], [3.3450026905818775]]
[200.0, 2000.0, 0.086286, [30.665940000000003], [5130.0], [273.72431386341987], [3.269000764759776]]
[200.0, 1300.0, 0.079719, [9.959974], [1611.0], [91.00686787270509], [1.074011638670643]]
[200.0, 1400.0, 0.103977, [13.008239999999999], [1611.0], [91.00686787270509], [1.234687004872085]]
[200.0, 400.0, 0.101104, [12.64668], [1611.0], [91.00686787270509], [1.2169276888952771]]
[200.0, 1900.0, 0.087331, [10.91526], [1611.0], [91.00686787270509], [1.1258228102148224]]
[200.0, 1700.0, 0.086535, [30.754769999999997], [5130.0], [273.72431386341987], [3.278470222527574]]
[200.0, 500.0, 0.110049, [39.16236], [5130.0], [273.72431386341987], [3.7004948317758806]]
[200.0, 1500.0, 0.092842, [33.006840000000004], [5130.0], [273.72431386341987], [3.3864299786057885]]
[200.0, 100.0, 0.087286, [31.02288], [5130.0], [273.72431386341987], [3.2884201373912063]]
[200.0, 600.0, 0.091957, [32.69079], [5130.0], [273.72431386341987], [3.3717984815228803]]
[200.0, 1000.0, 0.080361, [28.552065], [5130.0], [273.72431386341987], [3.1530485248406817]]
[200.0, 1200.0, 0.093068, [11.635990000000001], [1611.0], [91.00686787270509], [1.1635987280845574]]
[200.0, 300.0, 0.107766, [38.34441], [5130.0], [273.72431386341987], [3.655995760391415]]
[200.0, 1600.0, 0.096279, [12.0397], [1611.0], [91.00686787270509], [1.1805896831668488]]
[200.0, 900.0, 0.086521, [30.74976], [5130.0], [273.72431386341987], [3.2779334953595383]]
[200.0, 800.0, 0.074497, [26.461925999999995], [5130.0], [273.72431386341987], [3.035390749145816]]
[200.0, 1100.0, 0.085069, [10.63133], [1611.0], [91.00686787270509], [1.108392980851106]]
[200.0, 200.0, 0.078257, [27.801921], [5130.0], [273.72431386341987], [3.1083503663519014]]
[300.0, 2000.0, 0.052695, [18.70239], [5130.0], [273.72431386341987], [1.575025428366158]]
[300.0, 400.0, 0.050769, [18.017871], [5130.0], [273.72431386341987], [1.5450198056982958]]
[300.0, 1000.0, 0.052176, [18.518055], [5130.0], [273.72431386341987], [1.5650612128603787]]
[300.0, 200.0, 0.055893, [19.839444], [5130.0], [273.72431386341987], [1.614510978593828]]
[300.0, 1600.0, 0.062114, [22.052238], [5130.0], [273.72431386341987], [1.7064534274336352]]
[300.0, 1300.0, 0.051556, [6.433628], [1611.0], [91.00686787270509], [0.532450842801474]]
[300.0, 800.0, 0.053927, [6.730033], [1611.0], [91.00686787270509], [0.5458777335631121]]
[300.0, 700.0, 0.055719, [19.777455], [5130.0], [273.72431386341987], [1.6202322055804226]]
[300.0, 300.0, 0.0556, [6.939257], [1611.0], [91.00686787270509], [0.5538130551007263]]
[300.0, 900.0, 0.053053, [18.829758], [5130.0], [273.72431386341987], [1.580158409780488]]
[300.0, 600.0, 0.05728, [20.332479], [5130.0], [273.72431386341987], [1.6437834711421087]]
[300.0, 1400.0, 0.057214, [20.309316000000003], [5130.0], [273.72431386341987], [1.6419109902793148]]
[300.0, 500.0, 0.052099, [18.490596], [5130.0], [273.72431386341987], [1.562740573479808]]
[300.0, 1200.0, 0.061132, [21.702924000000003], [5130.0], [273.72431386341987], [1.6947137811441793]]
[300.0, 100.0, 0.028703, [10.181301000000001], [5130.0], [273.72431386341987], [1.1602668227610407]]
[300.0, 1100.0, 0.054538, [6.806532999999999], [1611.0], [91.00686787270509], [0.5484860982741495]]
[300.0, 1900.0, 0.051198, [6.3888810000000005], [1611.0], [91.00686787270509], [0.5305676205725336]]
[300.0, 1500.0, 0.058628, [7.317994], [1611.0], [91.00686787270509], [0.5679864435001949]]
[300.0, 1700.0, 0.048439, [6.044101], [1611.0], [91.00686787270509], [0.5163824164318533]]
[300.0, 1800.0, 0.057525, [7.180032000000001], [1611.0], [91.00686787270509], [0.5623834990466914]]
[400.0, 900.0, 0.035675, [12.656037], [5130.0], [273.72431386341987], [0.8796554041214093]]
[400.0, 1200.0, 0.035144, [4.383438], [1611.0], [91.00686787270509], [0.29964567408858084]]
[400.0, 1500.0, 0.035354, [12.542162999999999], [5130.0], [273.72431386341987], [0.8759825854433408]]
[400.0, 200.0, 0.039517, [4.929522], [1611.0], [91.00686787270509], [0.3175383441413021]]
[400.0, 1600.0, 0.036019, [12.778322999999999], [5130.0], [273.72431386341987], [0.8860172797412024]]
[400.0, 500.0, 0.037409, [4.666207], [1611.0], [91.00686787270509], [0.30970703899007523]]
[400.0, 1700.0, 0.034346, [12.184197], [5130.0], [273.72431386341987], [0.8658930823144391]]
[400.0, 300.0, 0.036725, [4.580816], [1611.0], [91.00686787270509], [0.3060686687656873]]
[400.0, 1300.0, 0.035549, [12.61134], [5130.0], [273.72431386341987], [0.8808142539718576]]
[400.0, 1400.0, 0.039819, [14.127486], [5130.0], [273.72431386341987], [0.9315389363843037]]
[400.0, 1100.0, 0.036393, [12.91095], [5130.0], [273.72431386341987], [0.8909402505218854]]
[400.0, 800.0, 0.036645, [13.000329], [5130.0], [273.72431386341987], [0.894979547252338]]
[400.0, 100.0, 0.015872, [5.629128000000001], [5130.0], [273.72431386341987], [0.5900928316798976]]
[400.0, 1000.0, 0.039837, [14.133939000000002], [5130.0], [273.72431386341987], [0.9319644252867165]]
[400.0, 400.0, 0.037716, [13.380618], [5130.0], [273.72431386341987], [0.9083355987739332]]
[400.0, 1800.0, 0.036974, [4.611919], [1611.0], [91.00686787270509], [0.30746126585311523]]
[400.0, 2000.0, 0.036084, [12.801459], [5130.0], [273.72431386341987], [0.8854955731114639]]
[400.0, 600.0, 0.038667, [4.823348999999999], [1611.0], [91.00686787270509], [0.31397329504274724]]
[400.0, 700.0, 0.033437, [4.170440999999999], [1611.0], [91.00686787270509], [0.2919892977490785]]
[400.0, 1900.0, 0.041129, [14.592804000000001], [5130.0], [273.72431386341987], [0.9459109418967516]]
[500.0, 1700.0, 0.028406, [3.542515], [1611.0], [91.00686787270509], [0.19471420081750584]]
[500.0, 1100.0, 0.02781, [9.864479999999999], [5130.0], [273.72431386341987], [0.5620809639189002]]
[500.0, 300.0, 0.026866, [3.350354], [1611.0], [91.00686787270509], [0.18847214648324032]]
[500.0, 1300.0, 0.029148, [3.635039], [1611.0], [91.00686787270509], [0.19684841884048754]]
[500.0, 1800.0, 0.026241, [3.2723099999999996], [1611.0], [91.00686787270509], [0.18676062218786912]]
[500.0, 1400.0, 0.027766, [9.84861], [5130.0], [273.72431386341987], [0.559363414963832]]
[500.0, 600.0, 0.029703, [3.7042930000000003], [1611.0], [91.00686787270509], [0.1985709445009516]]
[500.0, 1900.0, 0.028035, [9.944322], [5130.0], [273.72431386341987], [0.564799539659869]]
[500.0, 1200.0, 0.029028, [3.6200749999999995], [1611.0], [91.00686787270509], [0.1963261571976592]]
[500.0, 800.0, 0.030442, [3.7966060000000006], [1611.0], [91.00686787270509], [0.20121970579443751]]
[500.0, 1000.0, 0.027062, [9.599031000000002], [5130.0], [273.72431386341987], [0.5532789802622182]]
[500.0, 2000.0, 0.027382, [3.4146870000000002], [1611.0], [91.00686787270509], [0.1905892704220256]]
[500.0, 700.0, 0.026641, [3.322307], [1611.0], [91.00686787270509], [0.18748863965584686]]
[500.0, 100.0, 0.010561, [1.316619], [1611.0], [91.00686787270509], [0.11823590825125842]]
[500.0, 200.0, 0.018819, [2.346548], [1611.0], [91.00686787270509], [0.1578459375467104]]
[500.0, 1500.0, 0.027304, [3.405027], [1611.0], [91.00686787270509], [0.19094444218148904]]
[500.0, 900.0, 0.028406, [3.542479], [1611.0], [91.00686787270509], [0.1941266081710593]]
