[200.0, 1800.0, 0.970158, [251.80515000000003], [1401.1599999999999], [108.248672], [8.20425507282654]]
[200.0, 700.0, 0.973429, [257.15081000000004], [1401.1599999999999], [108.248672], [8.269416430438124]]
[200.0, 2000.0, 0.977409, [264.49379], [1401.1599999999999], [108.248672], [8.406164904402006]]
[200.0, 1300.0, 0.968167, [248.79077], [1401.1599999999999], [108.248672], [8.140687464827526]]
[200.0, 1400.0, 0.96779, [248.24635999999998], [1401.1599999999999], [108.248672], [8.179994541562973]]
[200.0, 400.0, 0.968391, [249.12795], [1401.1599999999999], [108.248672], [8.191278135919937]]
[200.0, 1900.0, 0.967147, [247.31187000000003], [1401.1599999999999], [108.248672], [8.127172940204977]]
[200.0, 1700.0, 0.979089, [267.93942], [1401.1599999999999], [108.248672], [8.472985855057235]]
[200.0, 500.0, 0.97564, [261.10566], [1401.1599999999999], [108.248672], [8.366364999209633]]
[200.0, 1500.0, 0.972742, [255.98241], [1401.1599999999999], [108.248672], [8.257499706327575]]
[200.0, 100.0, 0.973388, [257.08342], [1401.1599999999999], [108.248672], [8.288700290154061]]
[200.0, 600.0, 0.970769, [252.76241], [1401.1599999999999], [108.248672], [8.209340868790868]]
[200.0, 1000.0, 0.969419, [250.66618999999997], [1401.1599999999999], [108.248672], [8.18018531574927]]
[200.0, 1200.0, 0.971691, [254.24636999999998], [1401.1599999999999], [108.248672], [8.24884025787868]]
[200.0, 300.0, 0.965547, [245.0673], [1401.1599999999999], [108.248672], [8.092833613759769]]
[200.0, 1600.0, 0.967734, [248.15666000000002], [1401.1599999999999], [108.248672], [8.12864384753078]]
[200.0, 900.0, 0.974812, [259.59065], [1401.1599999999999], [108.248672], [8.33925574616824]]
[200.0, 800.0, 0.970788, [252.79277000000002], [1401.1599999999999], [108.248672], [8.214658568680747]]
[200.0, 1100.0, 0.969573, [250.89941000000002], [1401.1599999999999], [108.248672], [8.166081900152607]]
[200.0, 200.0, 0.976491, [262.70508], [1401.1599999999999], [108.248672], [8.366232216475945]]
[300.0, 2000.0, 0.94458, [104.437158], [541.42], [48.124464], [3.2588906072465824]]
[300.0, 400.0, 0.933725, [100.047769], [541.42], [48.124464], [3.1877867243590807]]
[300.0, 1000.0, 0.931929, [99.380217], [541.42], [48.124464], [3.1745849460992535]]
[300.0, 200.0, 0.933294, [52.782562000000006], [314.548], [21.3532184], [2.3058162459311458]]
[300.0, 1600.0, 0.92425, [96.68211], [541.42], [48.124464], [3.128559729332333]]
[300.0, 1300.0, 0.927817, [97.90571], [541.42], [48.124464], [3.150064751715431]]
[300.0, 800.0, 0.943105, [54.889615], [314.548], [21.3532184], [2.364263517461622]]
[300.0, 700.0, 0.930366, [98.812048], [541.42], [48.124464], [3.1710294432565584]]
[300.0, 300.0, 0.92923, [98.404856], [541.42], [48.124464], [3.162852089491382]]
[300.0, 900.0, 0.938098, [53.779726999999994], [314.548], [21.3532184], [2.338249501229499]]
[300.0, 600.0, 0.933756, [52.877736000000006], [314.548], [21.3532184], [2.3210749449339203]]
[300.0, 1400.0, 0.945982, [55.56524], [314.548], [21.3532184], [2.3779719910040993]]
[300.0, 500.0, 0.935841, [100.852999], [541.42], [48.124464], [3.195649498928191]]
[300.0, 1200.0, 0.936872, [101.253843], [541.42], [48.124464], [3.2051347943573294]]
[300.0, 100.0, 0.510829, [19.463474], [314.548], [21.3532184], [1.4046552121428233]]
[300.0, 1100.0, 0.936641, [53.471067], [314.548], [21.3532184], [2.331449090158308]]
[300.0, 1900.0, 0.925735, [97.18587900000001], [541.42], [48.124464], [3.1382958496610867]]
[300.0, 1500.0, 0.927933, [97.946489], [541.42], [48.124464], [3.1513768752721405]]
[300.0, 1700.0, 0.92217, [95.99091399999999], [541.42], [48.124464], [3.12093389388497]]
[300.0, 1800.0, 0.931121, [99.08443700000001], [541.42], [48.124464], [3.1683708416156087]]
[400.0, 900.0, 0.83696, [19.405923400000002], [110.4], [7.9261634], [0.9537490178238718]]
[400.0, 1200.0, 0.844633, [19.786922999999998], [110.4], [7.9261634], [0.9655029078154038]]
[400.0, 1500.0, 0.80779, [41.230076000000004], [252.034], [26.540643], [1.390655586764746]]
