[100.0, 1800.0, 0.063298, [9.801048600000001], [1381.8], [117.60000000000001], [2.8293180458195217]]
[100.0, 800.0, 0.088699, [213.537296], [22099.0], [1911.0], [59.224613333309314]]
[100.0, 500.0, 0.062734, [13.952318799999999], [1984.5000000000002], [171.50000000000003], [3.3839344656774903]]
[100.0, 1100.0, 0.074882, [3.27588961], [255.29], [30.87], [1.15820183776404]]
[100.0, 600.0, 0.080251, [1.63716644], [85.75000000000001], [13.23], [0.818583094743594]]
[100.0, 1400.0, 0.106353, [361.074336], [30674.0], [2695.0], [76.98127997896631]]
[100.0, 1700.0, 0.088339, [14.7153958], [1332.8000000000002], [127.39999999999999], [3.468451077354271]]
[100.0, 100.0, 0.095562, [230.13732000000002], [22099.0], [1911.0], [61.50681118445338]]
[100.0, 1200.0, 0.078367, [21.293175400000003], [2410.8], [210.7], [4.175936277291597]]
[100.0, 1000.0, 0.069156, [10.71091], [1381.8], [117.60000000000001], [2.9706714637603397]]
[100.0, 2000.0, 0.084106, [393.914332], [43757.0], [3724.0], [80.40740845469402]]
[100.0, 400.0, 0.08445, [395.529372], [43757.0], [3724.0], [80.73710833563462]]
[100.0, 1600.0, 0.089748, [13.9151474], [1381.8], [117.60000000000001], [3.374919953421118]]
[100.0, 1300.0, 0.081039, [698.5949600000025], [85260.0], [6860.0], [169.43417795710585]]
[100.0, 1500.0, 0.104381, [6.5613891], [366.52000000000004], [46.06], [2.319801385636279]]
[100.0, 900.0, 0.08809, [1.2308785300000002], [51.94], [8.33], [0.7106479983789442]]
[100.0, 1900.0, 0.086935, [2.0481088599999997], [117.11], [15.19], [0.9159421253005018]]
[100.0, 200.0, 0.071558, [114.95351], [15190.0], [1274.0], [30.722615499986325]]
[100.0, 700.0, 0.086175, [530.8953999999995], [56840.0], [4900.0], [147.24385041148565]]
[100.0, 300.0, 0.105443, [16.364481], [1381.8], [117.60000000000001], [3.6592102929457337]]
[200.0, 1800.0, 0.077531, [148.386896], [16954.0], [1519.0], [17.610280965390643]]
[200.0, 700.0, 0.074475, [7.763064119999999], [735.0], [78.4], [1.276239593023191]]
[200.0, 2000.0, 0.069966, [133.868098], [16954.0], [1519.0], [16.73351650072393]]
[200.0, 1300.0, 0.079781, [128.207324], [15190.0], [1274.0], [16.415266206796648]]
[200.0, 1400.0, 0.067198, [6.09089796], [499.79999999999995], [68.60000000000001], [1.1310511968960557]]
[200.0, 400.0, 0.087086, [5.46704172], [366.52000000000004], [46.06], [1.0721750899923017]]
[200.0, 1900.0, 0.071992, [3.14879292], [255.29], [30.87], [0.5748884149119723]]
[200.0, 1700.0, 0.074689, [179.6983468], [22099.0], [1911.0], [27.40373703858654]]
[200.0, 500.0, 0.077615, [148.548204], [16954.0], [1519.0], [17.629429166028036]]
[200.0, 1500.0, 0.064757, [123.87905599999999], [16954.0], [1519.0], [16.127673937676196]]
[200.0, 100.0, 0.08098, [130.140374], [15190.0], [1274.0], [16.527850355082478]]
[200.0, 600.0, 0.074738, [3.2695710599999996], [255.29], [30.87], [0.5872322404296276]]
[200.0, 1000.0, 0.069777, [167.8494216], [22099.0], [1911.0], [26.539319186444857]]
[200.0, 1200.0, 0.060207, [115.15666399999999], [16954.0], [1519.0], [15.527725034917381]]
[200.0, 300.0, 0.071882, [3.1439232999999995], [255.29], [30.87], [0.5739991847555186]]
[200.0, 1600.0, 0.062597, [119.73747800000001], [16954.0], [1519.0], [15.8596098110893]]
[200.0, 900.0, 0.07307, [117.39018200000001], [15190.0], [1274.0], [15.686925845429371]]
[200.0, 800.0, 0.079129, [3.46279962], [255.29], [30.87], [0.6027960004844093]]
[200.0, 1100.0, 0.080271, [193.1738172], [22099.0], [1911.0], [28.481922609262178]]
[200.0, 200.0, 0.077965, [2.63040575], [186.69], [23.03], [0.5260811241624243]]
[300.0, 2000.0, 0.049436, [2.15891011], [255.29], [30.87], [0.2965491173144847]]
[300.0, 400.0, 0.048325, [71.6113636], [13132.0], [1176.0], [7.633796163901679]]
[300.0, 1000.0, 0.053012, [85.10804119999999], [15190.0], [1274.0], [8.345528901873145]]
[300.0, 200.0, 0.044794, [85.63993620000001], [16954.0], [1519.0], [8.357601799559488]]
[300.0, 1600.0, 0.04703, [2.94530376], [366.52000000000004], [46.06], [0.4908839466920873]]
[300.0, 1300.0, 0.044137, [70.8421812], [15190.0], [1274.0], [7.595078399595359]]
[300.0, 800.0, 0.053774, [1.2624899], [117.11], [15.19], [0.22674984939355528]]
[300.0, 700.0, 0.046978, [89.8194794], [16954.0], [1519.0], [8.563951922798259]]
[300.0, 300.0, 0.054305, [87.1868662], [15190.0], [1274.0], [8.42867229876687]]
[300.0, 900.0, 0.044819, [85.6875152], [16954.0], [1519.0], [8.362245307093065]]
[300.0, 600.0, 0.053918, [1.26587972], [117.11], [15.19], [0.22735867995306447]]
[300.0, 1400.0, 0.046753, [2.0414233000000004], [255.29], [30.87], [0.28870087279050616]]
[300.0, 500.0, 0.041747, [67.0036192], [15190.0], [1274.0], [7.3993115166209895]]
[300.0, 1200.0, 0.054471, [104.167238], [16954.0], [1519.0], [9.207165454796607]]
[300.0, 100.0, 0.023616, [0.32694171999999994], [51.94], [8.33], [0.11559135311518763]]
[300.0, 1100.0, 0.041619, [66.7972998], [15190.0], [1274.0], [7.376527767723783]]
[300.0, 1900.0, 0.052879, [0.73494757], [51.94], [8.33], [0.17322882618086402]]
[300.0, 1500.0, 0.051019, [81.9040194], [15190.0], [1274.0], [8.190401227778771]]
[300.0, 1700.0, 0.055465, [1.3024067700000002], [117.11], [15.19], [0.23023519620162333]]
[300.0, 1800.0, 0.046685, [1.0953210100000002], [117.11], [15.19], [0.2107946740788296]]
[400.0, 900.0, 0.030683, [49.2348178], [15190.0], [1274.0], [4.334883529231206]]
[400.0, 1200.0, 0.028822, [1.2572057399999998], [255.29], [30.87], [0.15475133268246835]]
[400.0, 1500.0, 0.029501, [0.9916825800000001], [186.69], [23.03], [0.13752162302707163]]
[400.0, 200.0, 0.032491, [0.76133995], [117.11], [15.19], [0.12037840082423425]]
[400.0, 1600.0, 0.034422, [0.47720850099999995], [51.94], [8.33], [0.09544171145783167]]
[400.0, 500.0, 0.032953, [0.456761487], [51.94], [8.33], [0.09323604323436296]]
[400.0, 1700.0, 0.030306, [0.41993078400000006], [51.94], [8.33], [0.08952953041315474]]
[400.0, 300.0, 0.028749, [46.129305599999995], [15190.0], [1274.0], [4.193573329751132]]
[400.0, 1300.0, 0.030922, [49.618830800000005], [15190.0], [1274.0], [4.351859904914219]]
[400.0, 1400.0, 0.033462, [53.6966794], [15190.0], [1274.0], [4.522076175828975]]
[400.0, 1100.0, 0.041281, [0.57283009], [51.94], [8.33], [0.1045839429310255]]
[400.0, 800.0, 0.030932, [0.72472176], [117.11], [15.19], [0.11756536823401693]]
[400.0, 100.0, 0.012219, [0.247558927], [85.75000000000001], [13.23], [0.06866048833208223]]
[400.0, 1000.0, 0.029048, [0.58938033], [85.75000000000001], [13.23], [0.10585579905229567]]
[400.0, 400.0, 0.037295, [0.87428299], [117.11], [15.19], [0.12890602766356582]]
[400.0, 1800.0, 0.0308, [0.72162496], [117.11], [15.19], [0.1170630202839479]]
[400.0, 2000.0, 0.035813, [1.2043533600000003], [186.69], [23.03], [0.15173423422879886]]
[400.0, 600.0, 0.030913, [0.72426851], [117.11], [15.19], [0.11749185423253818]]
[400.0, 700.0, 0.031734, [0.7435769600000001], [117.11], [15.19], [0.11906764071736704]]
[400.0, 1900.0, 0.033348, [0.78150002], [117.11], [15.19], [0.12204982321986378]]
[500.0, 1700.0, 0.020162, [0.27900428499999996], [51.94], [8.33], [0.05272686888105532]]
[500.0, 1100.0, 0.019325, [0.26739642999999996], [51.94], [8.33], [0.05146047560021185]]
[500.0, 300.0, 0.0198, [0.66521665], [186.69], [23.03], [0.08126915529276775]]
[500.0, 1300.0, 0.022224, [0.276716818], [44.099999999999994], [7.3500000000000005], [0.05229457135305728]]
[500.0, 1800.0, 0.022264, [0.277218039], [44.099999999999994], [7.3500000000000005], [0.05238927296689657]]
[500.0, 1400.0, 0.020146, [0.278786431], [51.94], [8.33], [0.052685687752937235]]
[500.0, 600.0, 0.021498, [0.29755005], [51.94], [8.33], [0.054324958858705086]]
[500.0, 1900.0, 0.023781, [0.1464623328], [16.317], [2.7439999999999998], [0.024078254983283153]]
[500.0, 1200.0, 0.018262, [0.227262098], [44.099999999999994], [7.3500000000000005], [0.04738742347501075]]
[500.0, 800.0, 0.019455, [0.84822577], [255.29], [30.87], [0.09200300336402067]]
[500.0, 1000.0, 0.019215, [0.188234676], [31.653999999999996], [5.390000000000001], [0.04318399773527226]]
[500.0, 2000.0, 0.021491, [0.2974545], [51.94], [8.33], [0.054307520344792026]]
[500.0, 700.0, 0.01999, [0.27662611899999995], [51.94], [8.33], [0.05227742003963087]]
[500.0, 100.0, 0.00716, [0.098933058], [51.94], [8.33], [0.03128537378552477]]
[500.0, 200.0, 0.012183, [0.168425544], [51.94], [8.33], [0.04084920200322156]]
[500.0, 1500.0, 0.017283, [0.7534583000000001], [255.29], [30.87], [0.08642758292350887]]
[500.0, 900.0, 0.019339, [0.11896263119999999], [16.317], [2.7439999999999998], [0.021719506329564674]]
[500.0, 1600.0, 0.020437, [0.68661054], [186.69], [23.03], [0.08265819280627903]]
[500.0, 500.0, 0.021579, [0.50519539], [117.11], [15.19], [0.0707414919336594]]
[500.0, 400.0, 0.02011, [0.67563601], [186.69], [23.03], [0.08193290864481743]]
[600.0, 200.0, 0.003988, [0.049537481], [44.099999999999994], [7.3500000000000005], [0.01651249109008087]]
[600.0, 1400.0, 0.01039, [0.24304578200000002], [117.11], [15.19], [0.036640531026446654]]
[600.0, 1900.0, 0.012788, [0.55737745], [255.29], [30.87], [0.05546113870991111]]
[600.0, 100.0, 0.004531, [0.04427540530000001], [31.653999999999996], [5.390000000000001], [0.01565372470372467]]
[600.0, 800.0, 0.013963, [0.193079306], [51.94], [8.33], [0.03263636162625975]]
[600.0, 1200.0, 0.013592, [0.187942244], [51.94], [8.33], [0.03223183350354118]]
[600.0, 600.0, 0.014399, [0.199115224], [51.94], [8.33], [0.03318586995544942]]
[600.0, 1600.0, 0.012995, [0.0798052808], [16.317], [2.7439999999999998], [0.013300881175019947]]
