[100.0, 1800.0, 0.123153, [9.441858799999999], [559.7832], [55.97832], [4.720929598288879]]
[100.0, 800.0, 0.439227, [2.9566039999999996], [15.114146399999997], [2.1924842], [2.9566041517254216]]
[100.0, 500.0, 0.438782, [2.9528158999999996], [15.114146399999997], [2.1924842], [2.9528157460295414]]
[100.0, 1100.0, 0.289213, [2.2112903799999994], [23.0444084], [2.8455645999999994], [1.2766891661637925]]
[100.0, 600.0, 0.486726, [5.9025498], [43.38319799999999], [5.131346], [5.902547497479372]]
[100.0, 1400.0, 0.483665, [5.8564072], [43.38319799999999], [5.131346], [4.141106152225513]]
[100.0, 1700.0, 0.235622, [1.7649286899999999], [23.0444084], [2.8455645999999994], [1.018982028300794]]
[100.0, 100.0, 0.259207, [1.9587122], [23.0444084], [2.8455645999999994], [1.3850182922979752]]
[100.0, 1200.0, 0.221837, [2.9436365999999996], [60.643179999999994], [6.530804], [2.081465182029236]]
[100.0, 1000.0, 0.306705, [2.3618998999999996], [23.0444084], [2.8455645999999994], [1.180950000635082]]
[100.0, 2000.0, 0.342856, [3.9082395799999996], [43.38319799999999], [5.131346], [2.7635424100237724]]
[100.0, 400.0, 0.487459, [5.913635799999999], [43.38319799999999], [5.131346], [4.181572053665941]]
[100.0, 1600.0, 0.432443, [2.8990948000000003], [15.114146399999997], [2.1924842], [2.899095031212326]]
[100.0, 1300.0, 0.439253, [2.9568225], [15.114146399999997], [2.1924842], [2.09078969554568]]
[100.0, 1500.0, 0.390789, [1.4634497499999999], [4.711508599999999], [0.7463776], [1.0348152168382527]]
[100.0, 900.0, 0.224797, [0.7421005199999999], [4.711508599999999], [0.7463776], [0.7421007116625074]]
[100.0, 1900.0, 0.587154, [4.386578399999999], [15.114146399999997], [2.1924842], [2.5325914001275454]]
[100.0, 200.0, 0.164956, [0.9738004499999998], [15.114146399999997], [2.1924842], [0.973800280858452]]
[100.0, 700.0, 0.162021, [1.18366947], [23.0444084], [2.8455645999999994], [0.8369807130394343]]
[100.0, 300.0, 0.32387, [4.4238595599999995], [60.643179999999994], [6.530804], [2.5541166026632376]]
[200.0, 1800.0, 0.118165, [0.4247645749999999], [6.530804], [0.8863233999999999], [0.17340939954339268]]
[200.0, 700.0, 0.066317, [0.8526734799999999], [60.643179999999994], [6.530804], [0.4922911317503088]]
[200.0, 2000.0, 0.154864, [1.1288468999999999], [23.0444084], [2.8455645999999994], [0.3991077278129302]]
[200.0, 1300.0, 0.051103, [0.17751584], [6.530804], [0.8863233999999999], [0.1255226448693621]]
[200.0, 1400.0, 0.100015, [0.35611382999999996], [6.530804], [0.8863233999999999], [0.1780569180065745]]
[200.0, 400.0, 0.137384, [0.9960830799999999], [23.0444084], [2.8455645999999994], [0.37648400643320823]]
[200.0, 1900.0, 0.061307, [0.214040415], [6.530804], [0.8863233999999999], [0.12357626248596451]]
[200.0, 1700.0, 0.060056, [0.4261463], [23.0444084], [2.8455645999999994], [0.24603572057731776]]
[200.0, 500.0, 0.060061, [0.42618287], [23.0444084], [2.8455645999999994], [0.24605689809472928]]
[200.0, 1500.0, 0.124632, [0.7250713199999999], [15.114146399999997], [2.1924842], [0.7250713429725381]]
[200.0, 100.0, 0.079973, [0.28183533], [6.530804], [0.8863233999999999], [0.1409176608874842]]
[200.0, 600.0, 0.080086, [0.57127101], [23.0444084], [2.8455645999999994], [0.2856355545095883]]
[200.0, 1000.0, 0.041162, [0.14229134], [6.530804], [0.8863233999999999], [0.10061520809499923]]
[200.0, 1200.0, 0.075999, [0.26729323499999996], [6.530804], [0.8863233999999999], [0.1543218161019368]]
[200.0, 300.0, 0.131978, [1.41533352], [43.38319799999999], [5.131346], [1.415333513769811]]
[200.0, 1600.0, 0.060918, [0.212639255], [6.530804], [0.8863233999999999], [0.12276733421395121]]
[200.0, 900.0, 0.098844, [0.7086987699999999], [23.0444084], [2.8455645999999994], [0.3169397496370564]]
[200.0, 800.0, 0.065598, [1.9926417999999997], [198.25654999999998], [19.592412], [0.753147704504236]]
[200.0, 1100.0, 0.044329, [0.56804342], [60.643179999999994], [6.530804], [0.4016674326355076]]
[200.0, 200.0, 0.046751, [1.4179440199999997], [198.25654999999998], [19.592412], [0.6341238065236157]]
[300.0, 2000.0, 0.039129, [0.13513213], [6.530804], [0.8863233999999999], [0.060432932205875964]]
[300.0, 400.0, 0.031366, [0.1079181275], [6.530804], [0.8863233999999999], [0.05395906126407315]]
[300.0, 1000.0, 0.051754, [0.54619526], [43.38319799999999], [5.131346], [0.5461951361921854]]
[300.0, 200.0, 0.031451, [0.10821569], [6.530804], [0.8863233999999999], [0.05410784829856016]]
[300.0, 1600.0, 0.039453, [0.13627132], [6.530804], [0.8863233999999999], [0.0681356512407418]]
[300.0, 1300.0, 0.046482, [0.13723628499999999], [4.711508599999999], [0.7463776], [0.13723629931617945]]
[300.0, 800.0, 0.042364, [0.54270892], [60.643179999999994], [6.530804], [0.24270687200819013]]
[300.0, 700.0, 0.062438, [0.21811026499999997], [6.530804], [0.8863233999999999], [0.07711361851190746]]
[300.0, 300.0, 0.031621, [0.10880768699999999], [6.530804], [0.8863233999999999], [0.05440383702001174]]
[300.0, 900.0, 0.053005, [0.6801076999999999], [60.643179999999994], [6.530804], [0.3041533774923435]]
[300.0, 600.0, 0.03095, [0.21803043199999997], [23.0444084], [2.8455645999999994], [0.10901519609669102]]
[300.0, 1400.0, 0.045584, [0.13451572999999997], [4.711508599999999], [0.7463776], [0.13451574136509079]]
[300.0, 500.0, 0.023769, [0.08148206549999999], [6.530804], [0.8863233999999999], [0.04704370151784402]]
[300.0, 1200.0, 0.054686, [0.19029763], [6.530804], [0.8863233999999999], [0.07192574768467826]]
[300.0, 100.0, 0.029865, [0.1026788655], [6.530804], [0.8863233999999999], [0.05928166900484499]]
[300.0, 1100.0, 0.023758, [0.0814437245], [6.530804], [0.8863233999999999], [0.04702155798141955]]
[300.0, 1900.0, 0.039355, [0.13592885], [6.530804], [0.8863233999999999], [0.06078921102876726]]
[300.0, 1500.0, 0.067498, [0.23638226999999998], [6.530804], [0.8863233999999999], [0.08934408395355564]]
[300.0, 1700.0, 0.038321, [0.27044158999999995], [23.0444084], [2.8455645999999994], [0.12094516703862125]]
[300.0, 1800.0, 0.023662, [0.0811122255], [6.530804], [0.8863233999999999], [0.04683015478834124]]
[400.0, 900.0, 0.025765, [0.08840791749999999], [6.530804], [0.8863233999999999], [0.033415058267194445]]
[400.0, 1200.0, 0.00884, [0.003355861], [0.08396748], [0.03265402], [0.0013700244429647914]]
[400.0, 1500.0, 0.018572, [0.063511763], [6.530804], [0.8863233999999999], [0.028403321509112275]]
[400.0, 200.0, 0.021968, [0.07524326949999999], [6.530804], [0.8863233999999999], [0.0307179358518765]]
[400.0, 1600.0, 0.023725, [0.30313567599999997], [60.643179999999994], [6.530804], [0.12375463705251613]]
[400.0, 500.0, 0.021571, [0.151618691], [23.0444084], [2.8455645999999994], [0.061898063895407904]]
[400.0, 1700.0, 0.018416, [0.062973747], [6.530804], [0.8863233999999999], [0.028162720487374792]]
[400.0, 300.0, 0.025669, [0.08807560199999999], [6.530804], [0.8863233999999999], [0.0332894470966401]]
[400.0, 1300.0, 0.025819, [0.088595425], [6.530804], [0.8863233999999999], [0.033485922669085885]]
[400.0, 1400.0, 0.018475, [0.0631754455], [6.530804], [0.8863233999999999], [0.03158772221132761]]
[400.0, 1100.0, 0.015826, [0.202000352], [60.643179999999994], [6.530804], [0.1010001836433974]]
[400.0, 800.0, 0.010808, [0.075780538], [23.0444084], [2.8455645999999994], [0.043751900758709904]]
[400.0, 100.0, 0.005386, [0.37755916799999995], [494.47515999999996], [51.31345999999999], [0.2179838805416584]]
