[100.0, 1800.0, 0.302353, [1.4914258], [9.796206], [1.3994579999999999], [1.491425418852716]]
[100.0, 800.0, 0.274756, [2.9274239], [32.18753399999999], [5.5978319999999995], [2.927424784687046]]
[100.0, 500.0, 0.087462, [11.618983599999998], [634.4209599999999], [102.62691999999998], [11.61898082277443]]
[100.0, 1100.0, 0.288146, [4.4357685], [64.841554], [8.396747999999999], [2.5609919054928696]]
[100.0, 600.0, 0.170743, [5.931373399999999], [200.58897999999996], [23.324299999999997], [4.194113664172682]]
[100.0, 1400.0, 0.063386, [2.9296227], [254.23487], [33.120506], [2.9296233184489773]]
[100.0, 1700.0, 0.084947, [2.92210308], [200.58897999999996], [23.324299999999997], [2.9221030673129924]]
[100.0, 100.0, 0.124537, [2.9443794999999997], [110.09069599999998], [15.394037999999998], [2.94438019420047]]
[100.0, 1200.0, 0.08836, [11.738786000000001], [634.4209599999999], [102.62691999999998], [11.73878902101916]]
[100.0, 1000.0, 0.12692, [5.897696799999999], [254.23487], [33.120506], [5.897695143019855]]
[100.0, 2000.0, 0.194598, [2.9274837], [64.841554], [8.396747999999999], [2.070044721739122]]
[100.0, 400.0, 0.088313, [11.732493199999999], [634.4209599999999], [102.62691999999998], [8.2961241668625]]
[100.0, 1600.0, 0.099899, [0.06541838888888889], [0.13994579999999998], [0.02798916], [0.06541838877657762]]
[100.0, 1300.0, 0.275144, [2.9319273], [32.18753399999999], [5.5978319999999995], [2.9319271989597553]]
[100.0, 1500.0, 0.276432, [2.9468657999999994], [32.18753399999999], [5.5978319999999995], [2.9468655194969444]]
[100.0, 900.0, 0.143388, [1.47313252], [32.18753399999999], [5.5978319999999995], [1.473132853139865]]
[100.0, 1900.0, 0.126403, [5.873348999999999], [254.23487], [33.120506], [4.153084977218742]]
[100.0, 200.0, 0.206091, [1.47099605], [23.324299999999997], [2.33243], [1.4709961029860004]]
[100.0, 700.0, 0.04294, [2.9642510399999993], [391.84824], [51.31345999999999], [2.9642512073034566]]
[100.0, 300.0, 0.160214, [0.73520696], [9.796206], [1.3994579999999999], [0.7352072410211966]]
[200.0, 1800.0, 0.048271, [0.7079409199999999], [64.841554], [8.396747999999999], [0.3166008272257039]]
[200.0, 700.0, 0.030295, [0.015762467333333332], [0.13994579999999998], [0.02798916], [0.01576246613217301]]
[200.0, 2000.0, 0.038935, [0.26421388], [23.324299999999997], [2.33243], [0.15254393465490523]]
[200.0, 1300.0, 0.027604, [0.9454518000000001], [200.58897999999996], [23.324299999999997], [0.6685354258377038]]
[200.0, 1400.0, 0.038811, [0.56850158], [64.841554], [8.396747999999999], [0.284250876339898]]
[200.0, 400.0, 0.017578, [0.11865377999999999], [23.324299999999997], [2.33243], [0.11865381009474579]]
[200.0, 1900.0, 0.069709, [0.70491389], [32.18753399999999], [5.5978319999999995], [0.7049137918923135]]
[200.0, 1700.0, 0.032377, [0.47386623999999994], [64.841554], [8.396747999999999], [0.3350740063030852]]
[200.0, 500.0, 0.021028, [0.142060995], [23.324299999999997], [2.33243], [0.10045229264431946]]
[200.0, 1500.0, 0.036463, [0.53394477], [64.841554], [8.396747999999999], [0.30827311073137725]]
[200.0, 100.0, 0.017363, [0.11719477499999999], [23.324299999999997], [2.33243], [0.1171947051918302]]
[200.0, 600.0, 0.026437, [0.178841215], [23.324299999999997], [2.33243], [0.1264598481732443]]
[200.0, 1000.0, 0.03046, [0.015856798], [0.13994579999999998], [0.02798916], [0.015856799448209617]]
[200.0, 1200.0, 0.052306, [0.3561720199999999], [23.324299999999997], [2.33243], [0.20563604663336627]]
[200.0, 300.0, 0.036284, [0.53131495], [64.841554], [8.396747999999999], [0.3067548206630174]]
