[100.0, 1800.0, 0.314362, [7.7066007999999995], [110.09069599999998], [15.394037999999998], [5.449390732916846]]
[100.0, 800.0, 0.391804, [6.2326964], [64.841554], [8.396747999999999], [1.9709518497416418]]
[100.0, 500.0, 0.439392, [16.221945999999996], [200.58897999999996], [23.324299999999997], [4.499158860942787]]
[100.0, 1100.0, 0.354003, [3.8779839999999997], [32.18753399999999], [5.5978319999999995], [2.742147931822789]]
[100.0, 600.0, 0.329795, [23.604412399999998], [391.84824], [51.31345999999999], [5.415223862408644]]
[100.0, 1400.0, 0.383729, [13.9284136], [200.58897999999996], [23.324299999999997], [5.686251257199245]]
[100.0, 1700.0, 0.49507, [5.7772388999999995], [32.18753399999999], [5.5978319999999995], [4.085125043373825]]
[100.0, 100.0, 0.34582, [12.426131799999999], [200.58897999999996], [23.324299999999997], [3.9294879055673397]]
[100.0, 1200.0, 0.353433, [25.430299599999998], [391.84824], [51.31345999999999], [7.667522525561957]]
[100.0, 1000.0, 0.200679, [7.0021522], [200.58897999999996], [23.324299999999997], [4.042693715333874]]
[100.0, 2000.0, 0.368829, [5.820407599999999], [64.841554], [8.396747999999999], [2.6029660005463]]
[100.0, 400.0, 0.314271, [11.2070858], [200.58897999999996], [23.324299999999997], [3.7356950903412875]]
[100.0, 1600.0, 0.325892, [11.653074199999999], [200.58897999999996], [23.324299999999997], [5.211412253890494]]
[100.0, 1300.0, 0.272079, [2.8964176], [32.18753399999999], [5.5978319999999995], [2.896417861773401]]
[100.0, 1500.0, 0.498561, [5.828669199999999], [32.18753399999999], [5.5978319999999995], [5.828669239200317]]
[100.0, 900.0, 0.29818, [21.2043946], [391.84824], [51.31345999999999], [5.142820572409657]]
[100.0, 1900.0, 0.546812, [9.3074698], [64.841554], [8.396747999999999], [3.290687574048925]]
[100.0, 200.0, 0.231026, [16.240718599999997], [391.84824], [51.31345999999999], [4.504364768976864]]
[100.0, 700.0, 0.356825, [5.6084442], [64.841554], [8.396747999999999], [1.8694816813758832]]
[100.0, 300.0, 0.458538, [7.486293], [64.841554], [8.396747999999999], [2.161106363185301]]
[200.0, 1800.0, 0.219406, [1.5735070499999997], [23.324299999999997], [2.33243], [0.4542322401591503]]
[200.0, 700.0, 0.178188, [1.2596720499999998], [23.324299999999997], [2.33243], [0.2969074400802378]]
