[100.0, 800.0, 0.480914, [151.30098333333333], [4070.4845], [225.33805], [8.266454970407676]]
[100.0, 500.0, 0.553177, [5957.9951298701335], [167950.65000000002], [7796.205000000001], [621.163821068001]]
[100.0, 650.0, 0.48582, [5106.811019862494], [167950.65000000002], [7796.205000000001], [574.5610231096282]]
[100.0, 850.0, 0.48577, [153.06691666666666], [4070.4845], [225.33805], [8.313452952895085]]
[100.0, 600.0, 0.507672, [161.14378333333332], [4070.4845], [225.33805], [8.516712328644715]]
[100.0, 150.0, 0.452812, [141.2443], [4070.4845], [225.33805], [7.983597768758978]]
[100.0, 100.0, 0.476487, [5288.132639419402], [167800.05], [8258.335], [583.9765742001623]]
[100.0, 1000.0, 0.487384, [5125.914343009935], [167950.65000000002], [7796.205000000001], [576.7105495438091]]
[100.0, 400.0, 0.513496, [163.32388333333333], [4070.4845], [225.33805], [8.58411323317674]]
[100.0, 350.0, 0.516185, [164.33558333333335], [4070.4845], [225.33805], [8.625379218716512]]
[100.0, 750.0, 0.480517, [151.15708333333333], [4070.4845], [225.33805], [8.270949831253427]]
[100.0, 550.0, 0.474659, [149.03871666666666], [4070.4845], [225.33805], [8.204311197304879]]
[100.0, 50.0, 0.511062, [5704.242265087858], [168034.45], [8210.1], [608.0743139397546]]
[100.0, 900.0, 0.484903, [152.75119999999998], [4070.4845], [225.33805], [8.308569872928393]]
[100.0, 450.0, 0.474059, [148.82255], [4070.4845], [225.33805], [8.192410105294615]]
[100.0, 200.0, 0.482931, [5900.052521008408], [166340.84999999998], [9076.335], [618.4934252227387]]
[100.0, 950.0, 0.500883, [158.6202], [4070.4845], [225.33805], [8.46652230848062]]
[100.0, 700.0, 0.489081, [5756.686879297177], [166436.40000000002], [8725.5], [610.2074978941259]]
[100.0, 300.0, 0.47046, [4921.321142093205], [167950.65000000002], [7796.205000000001], [564.514173515827]]
[100.0, 250.0, 0.463252, [144.9486], [4070.4845], [225.33805], [8.077669837273618]]
[200.0, 750.0, 0.29916, [82.04875], [1626.9325000000001], [209.49545], [3.52755138162437]]
[200.0, 550.0, 0.321636, [34.65116666666667], [793.31], [78.43589999999999], [1.327835540352126]]
[200.0, 700.0, 0.319285, [34.38234166666667], [793.31], [78.43589999999999], [1.3204457896230855]]
[200.0, 250.0, 0.308317, [33.132958333333335], [793.31], [78.43589999999999], [1.2965927571052438]]
[200.0, 50.0, 0.165595, [17.445541666666664], [793.31], [78.43589999999999], [0.94334658412366]]
[200.0, 400.0, 0.310565, [85.34864999999999], [1626.9325000000001], [209.49545], [3.606638843854483]]
[200.0, 650.0, 0.311418, [33.485391666666665], [793.31], [78.43589999999999], [1.3034172500691317]]
[200.0, 450.0, 0.305744, [32.84099166666667], [793.31], [78.43589999999999], [1.2921117512729996]]
[200.0, 500.0, 0.312195, [33.57373333333333], [793.31], [78.43589999999999], [1.3038958717798153]]
[200.0, 350.0, 0.315514, [33.951825], [793.31], [78.43589999999999], [1.311673549325441]]
[200.0, 100.0, 0.310262, [33.3539], [793.31], [78.43589999999999], [1.3012595394036073]]
[200.0, 600.0, 0.307866, [33.081675], [793.31], [78.43589999999999], [1.298569458630877]]
[200.0, 1000.0, 0.303524, [32.589324999999995], [793.31], [78.43589999999999], [1.284199383100442]]
