[100.0, 1800.0, 0.999998, [1527.362104], [2932.04], [313.353196], [37.63528281599594]]
[100.0, 800.0, 0.998492, [1019.170664], [2932.04], [313.353196], [22.542726039234914]]
[100.0, 500.0, 0.998702, [1033.21336], [2932.04], [313.353196], [22.70935722560196]]
[100.0, 1100.0, 0.999995, [1478.220856], [2932.04], [313.353196], [37.03662683560694]]
[100.0, 600.0, 0.998217, [1003.311704], [2932.04], [313.353196], [22.328921213529327]]
[100.0, 1400.0, 0.999997, [1515.411488], [2932.04], [313.353196], [37.51202273405155]]
[100.0, 1700.0, 0.999996, [1483.883456], [2932.04], [313.353196], [37.085500122824286]]
[100.0, 100.0, 0.997975, [991.108272], [2932.04], [313.353196], [22.195174942315727]]
[100.0, 1200.0, 0.999997, [1499.000528], [2932.04], [313.353196], [37.231475896612]]
[100.0, 1000.0, 0.999998, [1522.734504], [2932.04], [313.353196], [37.704850616333175]]
[100.0, 2000.0, 0.999994, [1463.017856], [2932.04], [313.353196], [36.911486923178806]]
[100.0, 400.0, 0.998426, [1015.112912], [2932.04], [313.353196], [22.486004550386447]]
[100.0, 1600.0, 0.999997, [1518.628544], [2932.04], [313.353196], [37.626254433839144]]
[100.0, 1300.0, 0.999998, [1552.0681519999998], [2932.04], [313.353196], [38.036769991154614]]
[100.0, 1500.0, 0.999999, [1554.9043279999999], [2932.04], [313.353196], [38.03780692731903]]
[100.0, 900.0, 0.998171, [1000.847576], [2932.04], [313.353196], [22.34613905980181]]
[100.0, 1900.0, 0.999997, [1514.3253359999999], [2932.04], [313.353196], [37.54268744349557]]
[100.0, 200.0, 0.998372, [1011.921616], [2932.04], [313.353196], [22.487148813489004]]
[100.0, 700.0, 0.998605, [1026.4701280000002], [2932.04], [313.353196], [22.621331469212855]]
[100.0, 300.0, 0.998562, [1023.6256720000001], [2932.04], [313.353196], [22.602600742392454]]
[200.0, 1800.0, 1.0, [713.32292], [1319.28], [127.221418], [13.677344076976349]]
[200.0, 700.0, 0.999171, [453.62187], [1319.28], [127.221418], [7.968091000986372]]
[200.0, 2000.0, 1.0, [698.41409], [1319.28], [127.221418], [13.506173029396596]]
[200.0, 1300.0, 1.0, [705.07397], [1319.28], [127.221418], [13.599410079117403]]
[200.0, 1400.0, 1.0, [711.10595], [1319.28], [127.221418], [13.639849383332649]]
[200.0, 400.0, 0.999229, [456.40187999999995], [1319.28], [127.221418], [7.999669805685732]]
[200.0, 1900.0, 1.0, [699.3573200000001], [1319.28], [127.221418], [13.51936008840655]]
[200.0, 1700.0, 1.0, [718.3313999999999], [1319.28], [127.221418], [13.703024768276528]]
[200.0, 500.0, 0.999088, [449.90024], [1319.28], [127.221418], [7.929681550982989]]
[200.0, 1500.0, 0.999998, [648.56596], [1319.28], [127.221418], [12.992121628125254]]
[200.0, 100.0, 0.999055, [448.51403000000005], [1319.28], [127.221418], [7.927443068228242]]
[200.0, 600.0, 0.999478, [471.1584500000001], [1319.28], [127.221418], [8.14159391642693]]
[200.0, 1000.0, 0.999999, [680.25214], [1319.28], [127.221418], [13.325478302860276]]
[200.0, 1200.0, 0.999999, [686.91524], [1319.28], [127.221418], [13.386829871183094]]
[200.0, 300.0, 0.999333, [461.93223000000006], [1319.28], [127.221418], [8.037557240853717]]
[200.0, 1600.0, 1.0, [714.84575], [1319.28], [127.221418], [13.676406125148521]]
[200.0, 900.0, 0.999412, [466.7183], [1319.28], [127.221418], [8.069690204710463]]
[200.0, 800.0, 0.999422, [467.36736], [1319.28], [127.221418], [8.099090035306435]]
[200.0, 1100.0, 0.999999, [681.1636299999999], [1319.28], [127.221418], [13.345893439556603]]
[200.0, 200.0, 0.999263, [458.12848999999994], [1319.28], [127.221418], [8.001712891625143]]
[300.0, 2000.0, 0.999987, [277.82205999999996], [516.58], [54.743863999999995], [5.215994340487728]]
[300.0, 400.0, 0.996827, [183.80599500000002], [516.58], [54.743863999999995], [3.114461584287082]]
[300.0, 1000.0, 0.999991, [283.35931], [516.58], [54.743863999999995], [5.274598579986917]]
[300.0, 200.0, 0.997366, [187.539838], [516.58], [54.743863999999995], [3.1383304048490497]]
[300.0, 1600.0, 0.999984, [274.75179], [516.58], [54.743863999999995], [5.184916787181835]]
[300.0, 1300.0, 0.99999, [282.44804999999997], [516.58], [54.743863999999995], [5.274106624822823]]
[300.0, 800.0, 0.997739, [190.56778799999998], [516.58], [54.743863999999995], [3.167343854083418]]
[300.0, 700.0, 0.996908, [184.32986599999998], [516.58], [54.743863999999995], [3.114408929476025]]
[300.0, 300.0, 0.996931, [184.479987], [516.58], [54.743863999999995], [3.1165008487083714]]
[300.0, 900.0, 0.995698, [177.581827], [516.58], [54.743863999999995], [3.0640333777555364]]
[300.0, 600.0, 0.996067, [179.43369499999997], [516.58], [54.743863999999995], [3.073197653910337]]
[300.0, 1400.0, 0.999977, [269.20809999999994], [516.58], [54.743863999999995], [5.134528881017226]]
[300.0, 500.0, 0.996674, [182.854692], [516.58], [54.743863999999995], [3.1068275362497997]]
[300.0, 1200.0, 0.99999, [282.12697000000003], [516.58], [54.743863999999995], [5.262609589357736]]
[300.0, 100.0, 0.958991, [30.615599], [112.60799999999999], [7.11574], [1.2701488397034422]]
[300.0, 1100.0, 0.999985, [276.33349999999996], [516.58], [54.743863999999995], [5.203659905297425]]
[300.0, 1900.0, 0.999993, [287.68308], [516.58], [54.743863999999995], [5.324727014598964]]
[300.0, 1500.0, 0.999989, [280.03627], [516.58], [54.743863999999995], [5.23913041448674]]
[300.0, 1700.0, 0.99998, [271.49108], [516.58], [54.743863999999995], [5.1584082913239815]]
[300.0, 1800.0, 0.999987, [278.23905], [516.58], [54.743863999999995], [5.227510412232576]]
[400.0, 900.0, 0.989501, [88.778919], [235.704], [28.113567], [1.4696805632517562]]
[400.0, 1200.0, 0.999743, [131.197796], [235.704], [28.113567], [2.436702107357401]]
[400.0, 1500.0, 0.999689, [129.241485], [235.704], [28.113567], [2.4133061678949894]]
[400.0, 200.0, 0.986172, [85.146506], [235.704], [28.113567], [1.4396499043170183]]
[400.0, 1600.0, 0.999818, [134.725536], [235.704], [28.113567], [2.477141643104003]]
[400.0, 500.0, 0.989705, [89.033989], [235.704], [28.113567], [1.4728942127661442]]
[400.0, 1700.0, 0.999735, [130.893069], [235.704], [28.113567], [2.430623415916172]]
[400.0, 300.0, 0.98696, [85.928437], [235.704], [28.113567], [1.4466804370696384]]
[400.0, 1300.0, 0.999833, [135.583505], [235.704], [28.113567], [2.479955735492067]]
[400.0, 1400.0, 0.999614, [126.992729], [235.704], [28.113567], [2.4025126680207123]]
[400.0, 1100.0, 0.999787, [133.12397700000002], [235.704], [28.113567], [2.4618843738079987]]
[400.0, 800.0, 0.989992, [89.40100000000001], [235.704], [28.113567], [1.4761404658771469]]
[400.0, 100.0, 0.851, [20.7247135], [110.078], [7.3977108], [0.7108517540247051]]
[400.0, 1000.0, 0.999643, [127.81583], [235.704], [28.113567], [2.4043549197237915]]
[400.0, 400.0, 0.988039, [87.071215], [235.704], [28.113567], [1.454422417662764]]
[400.0, 1800.0, 0.999712, [130.031489], [235.704], [28.113567], [2.4293281149321926]]
[400.0, 2000.0, 0.999673, [128.718672], [235.704], [28.113567], [2.4149375706216505]]
[400.0, 600.0, 0.986988, [85.95698], [235.704], [28.113567], [1.4479819836586365]]
[400.0, 700.0, 0.989911, [89.296258], [235.704], [28.113567], [1.4764249818395787]]
[400.0, 1900.0, 0.999741, [131.133488], [235.704], [28.113567], [2.43592803465127]]
[500.0, 1700.0, 0.992412, [28.077848], [40.6456], [3.71427414], [0.8112136192150622]]
[500.0, 1100.0, 0.991736, [27.673462000000004], [40.6456], [3.71427414], [0.804583921042423]]
[500.0, 300.0, 0.946782, [18.4821008], [40.6456], [3.71427414], [0.4825432888353127]]
[500.0, 1300.0, 0.992904, [28.394534999999998], [40.6456], [3.71427414], [0.811935509138503]]
[500.0, 1800.0, 0.991996, [27.82517], [40.6456], [3.71427414], [0.8066113444528288]]
[500.0, 1400.0, 0.991005, [27.270594000000003], [40.6456], [3.71427414], [0.7996584352084333]]
[500.0, 600.0, 0.954015, [19.235095500000003], [40.6456], [3.71427414], [0.4920765476020982]]
[500.0, 1900.0, 0.99152, [27.550688], [40.6456], [3.71427414], [0.8020317992448929]]
[500.0, 1200.0, 0.989856, [26.697066], [40.6456], [3.71427414], [0.7886260311453078]]
[500.0, 800.0, 0.9425, [18.0802931], [40.6456], [3.71427414], [0.4769546773017327]]
[500.0, 1000.0, 0.99082, [27.173695], [40.6456], [3.71427414], [0.7957920230814078]]
[500.0, 2000.0, 0.992716, [28.271093999999998], [40.6456], [3.71427414], [0.8150983885396903]]
[500.0, 700.0, 0.952365, [19.0540073], [40.6456], [3.71427414], [0.4896924701279365]]
[500.0, 100.0, 0.720454, [9.2331292], [40.6456], [3.71427414], [0.3412662154389151]]
[500.0, 200.0, 0.897215, [14.990486899999999], [40.6456], [3.71427414], [0.43418779612052666]]
[500.0, 1500.0, 0.992164, [27.925449999999998], [40.6456], [3.71427414], [0.807485747861843]]
[500.0, 900.0, 0.946032, [18.409637], [40.6456], [3.71427414], [0.481308014996634]]
[500.0, 1600.0, 0.9922, [27.946977999999998], [40.6456], [3.71427414], [0.8104832539910989]]
[500.0, 500.0, 0.954993, [19.345231000000002], [40.6456], [3.71427414], [0.49296211791576844]]
[500.0, 400.0, 0.950309, [18.8363767], [40.6456], [3.71427414], [0.4873288066593232]]
[600.0, 200.0, 0.645046, [5.308689800000001], [18.768], [1.88428282], [0.15716090721154405]]
[600.0, 1400.0, 0.923098, [14.605759], [30.3278], [2.9384317], [0.35549859640291753]]
[600.0, 1900.0, 0.931329, [15.152021266666667], [30.3278], [2.9384317], [0.3620991259003228]]
[600.0, 100.0, 0.533142, [4.0072992], [18.768], [1.88428282], [0.1370467480176827]]
[600.0, 800.0, 0.810138, [10.080361799999999], [30.3278], [2.9384317], [0.216344693897904]]
[600.0, 1200.0, 0.924692, [14.7071384], [30.3278], [2.9384317], [0.35659561441809995]]
[600.0, 600.0, 0.817622, [8.323914666666665], [18.768], [1.88428282], [0.19696405267064454]]
[600.0, 1600.0, 0.925127, [14.735137066666665], [30.3278], [2.9384317], [0.35727443196138925]]
[600.0, 400.0, 0.825007, [8.506163599999999], [18.768], [1.88428282], [0.19889638519702774]]
[600.0, 500.0, 0.820698, [8.398959066666668], [18.768], [1.88428282], [0.19813051971981613]]
[600.0, 1100.0, 0.927075, [12.277734266666668], [18.768], [1.88428282], [0.3266232871197167]]
[600.0, 300.0, 0.823836, [10.468940666666665], [30.3278], [2.9384317], [0.2211967662009953]]
[600.0, 1700.0, 0.929497, [15.025318866666666], [30.3278], [2.9384317], [0.3609311962133503]]
[600.0, 1500.0, 0.931453, [15.160722933333332], [30.3278], [2.9384317], [0.3627216594335417]]
[600.0, 1800.0, 0.920988, [11.9379706], [18.768], [1.88428282], [0.32182610224916325]]
[600.0, 1000.0, 0.936725, [15.544642], [30.3278], [2.9384317], [0.3662888787707198]]
[600.0, 2000.0, 0.928954, [14.988348666666667], [30.3278], [2.9384317], [0.36129615479086774]]
