[200.0, 1800.0, 0.083248, [0.12834161, 0.256683128], [3.8824, 8.096], [0.428071952, 0.98766186], [0.12834160751681428, 0.25668321503362856]]
[200.0, 700.0, 0.060475, [0.767977452, 0.51198506], [103.5, 86.94], [6.6977012, 7.5865132], [0.4433919932520207, 0.36202812443234295]]
[200.0, 2000.0, 0.057717, [3.3440334800000002, 0.25723337999999996], [786.6, 25.392], [50.808656000000006, 2.93968428], [0.9274681484557838, 0.2572333655185501]]
[200.0, 1300.0, 0.111294, [0.12894076, 0.25788152], [1.1500000000000001, 8.096], [0.18400000000000002, 0.98766186], [0.12894075701654617, 0.25788151403309234]]
[200.0, 1400.0, 0.049891, [1.0266187999999998, 0.513309584], [259.90000000000003, 86.94], [15.5177596, 7.5865132], [0.5133094634623445, 0.3629646607591434]]
[200.0, 400.0, 0.055716, [6.721908239999999, 1.5512092400000002], [1968.8, 314.64], [126.311676, 26.476988199999997], [1.8643213783036443, 0.6332785768048687]]
[200.0, 1900.0, 0.058177, [9.791697999999998, 7.73028896], [4057.2, 1996.4], [209.489474, 126.311676], [2.246369484123215, 1.9959522447192968]]
[200.0, 1700.0, 0.086072, [0.7737964520000001, 0.515864332], [103.5, 25.392], [6.6977012, 2.93968428], [0.44675165897845304, 0.3647711247344011]]
[200.0, 500.0, 0.087263, [0.128588492, 0.128588492], [3.8824, 1.8078], [0.428071952, 0.304713108], [0.1285885138727406, 0.1285885056449448]]
[200.0, 1500.0, 0.064547, [1.5429430400000002, 0.514314316], [259.90000000000003, 86.94], [15.5177596, 7.5865132], [0.6299037843988556, 0.36367519706463347]]
[200.0, 100.0, 0.074226, [56.12283359999999, 0.257444152], [25530.0, 8.096], [1383.06314, 0.98766186], [5.375591411854142, 0.257444177156913]]
[200.0, 600.0, 0.062708, [1.0290936, 5.14546984], [259.90000000000003, 874.0], [15.5177596, 74.882572], [0.5145468788749962, 1.6271402042110568]]
[200.0, 1000.0, 0.082736, [1.807938, 8.78141288], [259.90000000000003, 1996.4], [15.5177596, 126.311676], [0.68333621639717, 2.129805365004042]]
[200.0, 1200.0, 0.06131, [0.25834372800000005, 5.683561279999999], [14.352, 1996.4], [1.25133524, 126.311676], [0.18267659324609706, 1.7136585907817228]]
[200.0, 300.0, 0.094523, [0.129515944, 3.10838376], [1.1500000000000001, 874.0], [0.18400000000000002, 74.882572], [0.12951596329410517, 1.2689919877446034]]
[200.0, 1600.0, 0.083415, [0.128605512, 0.257211116], [3.8824, 8.096], [0.428071952, 0.98766186], [0.12860551960160962, 0.2572110721100474]]
[200.0, 900.0, 0.120314, [0.25775276599999997, 0.5155055319999999], [3.8824, 25.392], [0.428071952, 2.93968428], [0.1822587106286007, 0.3645174212572014]]
[200.0, 800.0, 0.05766, [28.800931199999997, 4.11442032], [9476.0, 874.0], [553.91314, 74.882572], [3.8486875834756966, 1.4546672740114832]]
[200.0, 1100.0, 0.059521, [0.128857914, 1.2885786799999999], [3.8824, 314.64], [0.428071952, 26.476988199999997], [0.12885789770130504, 0.5762700373956641]]
[200.0, 200.0, 0.142339, [0.515066048, 0.515065956], [43.37799999999999, 8.096], [3.22984216, 0.98766186], [0.36420672481435595, 0.36420672481435595]]
[300.0, 2000.0, 0.023684, [4.55141296, 1.7067799520000002], [4057.2, 874.0], [209.489474, 74.882572], [0.9290531527528444, 0.5689266015506745]]
[300.0, 400.0, 0.032864, [0.188606808, 0.188606808], [43.37799999999999, 25.392], [3.22984216, 2.93968428], [0.13336519408001474, 0.13336519408001474]]
[300.0, 1000.0, 0.042682, [0.094530506, 3.5921602399999997], [3.8824, 1996.4], [0.428071952, 126.311676], [0.06684316015868788, 0.8240979790291929]]
[300.0, 200.0, 0.033318, [1.4189896000000002, 0.047299638000000005], [786.6, 1.8078], [50.808656000000006, 0.304713108], [0.36638138031291934, 0.04729963281041408]]
[300.0, 1600.0, 0.063734, [0.047420526, 0.094841052], [0.35742, 8.096], [0.090960262, 0.98766186], [0.04742051180660116, 0.09484106823523236]]
[300.0, 1300.0, 0.032901, [0.094470522, 0.047235283999999995], [14.352, 1.8078], [1.25133524, 0.304713108], [0.06680075906754354, 0.04723525852580887]]
[300.0, 800.0, 0.071349, [0.09458059999999999, 0.18916119999999997], [1.1500000000000001, 25.392], [0.18400000000000002, 2.93968428], [0.06687857405776532, 0.13375714811553063]]
[300.0, 700.0, 0.024775, [0.047040566000000006, 0.658568016], [3.8824, 314.64], [0.428071952, 26.476988199999997], [0.04704059502174691, 0.24891536389704833]]
[300.0, 300.0, 0.045359, [6.5970808000000005, 0.282732008], [4057.2, 25.392], [209.489474, 2.93968428], [1.1151099846024157, 0.1632353798905127]]
[300.0, 900.0, 0.041138, [0.188875816, 2.8331381600000003], [14.352, 1996.4], [1.25133524, 126.311676], [0.09443792157814572, 0.7315130528978959]]
[300.0, 600.0, 0.034664, [1.5971144800000001, 0.046973957999999996], [786.6, 1.8078], [50.808656000000006, 0.304713108], [0.3873571478622797, 0.04697395133475574]]
[300.0, 1400.0, 0.037929, [5.86671488, 0.473122144], [4057.2, 86.94], [209.489474, 7.5865132], [1.0536931539684598, 0.21158667958073354]]
[300.0, 500.0, 0.027277, [5.64455144, 3.01042768], [4057.2, 1996.4], [209.489474, 126.311676], [1.03054916063233, 0.7526067858317514]]
[300.0, 1200.0, 0.045227, [6.44115, 0.28416831200000003], [4057.2, 25.392], [209.489474, 2.93968428], [1.1046479498555184, 0.1640646604238707]]
[300.0, 100.0, 0.028519, [0.56528986, 3.39173824], [259.90000000000003, 1996.4], [15.5177596, 126.311676], [0.23077858458704525, 0.7994405099568073]]
[300.0, 1100.0, 0.030132, [1.60334656, 2.07492016], [786.6, 874.0], [50.808656000000006, 74.882572], [0.3888686663643652, 0.6256116351859194]]
[300.0, 1900.0, 0.042487, [0.047122538, 0.18849006], [1.1500000000000001, 25.392], [0.18400000000000002, 2.93968428], [0.04712252663005243, 0.13328260075493725]]
[300.0, 1500.0, 0.022828, [0.046956017999999995, 2.25388776], [3.8824, 1996.4], [0.428071952, 126.311676], [0.04695599697589222, 0.6506415359627757]]
[300.0, 1700.0, 0.038452, [0.046833152, 0.280998912], [1.1500000000000001, 86.94], [0.18400000000000002, 7.5865132], [0.046833150993713844, 0.16223482008496204]]
[300.0, 1800.0, 0.032593, [3.3825161599999998, 0.18791763600000003], [1968.8, 25.392], [126.311676, 2.93968428], [0.7972667131142501, 0.1328778138290964]]
[400.0, 900.0, 0.01807, [0.21480068, 0.042960136], [103.5, 8.096], [6.6977012, 0.98766186], [0.09606179019776803, 0.04296012873351289]]
[400.0, 1200.0, 0.035665, [0.0107179816, 0.0428719264], [0.09706000000000001, 1.8078], [0.0328924104, 0.304713108], [0.010717980257492547, 0.03031502957280431]]
[400.0, 1500.0, 0.0246, [1.629350176, 0.08575527919999999], [1968.8, 8.096], [126.311676, 0.98766186], [0.3737985700133161, 0.06063813450956419]]
[400.0, 200.0, 0.029909, [0.021473802800000004, 0.08589521120000002], [0.35742, 25.392], [0.090960262, 2.93968428], [0.021473798220156583, 0.060737073357217335]]
[400.0, 1600.0, 0.019657, [2.67947056, 0.172869104], [1968.8, 86.94], [126.311676, 7.5865132], [0.48124731291925155, 0.08643457530409922]]
[400.0, 500.0, 0.01718, [0.064426358, 0.171803652], [14.352, 86.94], [1.25133524, 7.5865132], [0.037196582450542415, 0.08590182427864963]]
[400.0, 1700.0, 0.028323, [0.010739597, 0.042958388], [0.09706000000000001, 8.096], [0.0328924104, 0.98766186], [0.010739598730865134, 0.042958394923460534]]
[400.0, 300.0, 0.015983, [0.301967552, 1.9843572], [259.90000000000003, 1996.4], [15.5177596, 126.311676], [0.11413299897926103, 0.41376723589960573]]
[400.0, 1300.0, 0.013858, [644.3541999999999], [791200.0], [37086.3868], [83.18578875024266]]
[400.0, 1400.0, 0.014865, [691.18404], [786600.0], [37086.3868], [86.39799303224584]]
[400.0, 1100.0, 0.014412, [670.11926], [786600.0], [37086.3868], [85.1052214614356]]
[400.0, 800.0, 0.018785, [0.021623427, 1.72987416], [1.1500000000000001, 1996.4], [0.18400000000000002, 126.311676], [0.02162342526058256, 0.3868115903123897]]
[400.0, 100.0, 0.030365, [0.0216239054, 0.0216239008], [0.35742, 1.8078], [0.090960262, 0.304713108], [0.021623899861033392, 0.021623899861033392]]
[400.0, 1000.0, 0.018494, [0.021633823, 0.389408676], [1.1500000000000001, 314.64], [0.18400000000000002, 26.476988199999997], [0.021633815160530517, 0.12980290400449443]]
[400.0, 400.0, 0.01797, [0.0431337814, 0.0431337768], [3.8824, 25.392], [0.428071952, 2.93968428], [0.03050019237972115, 0.043133785718390175]]
[400.0, 1800.0, 0.020982, [0.04304165720000001, 0.0215208332], [3.8824, 1.8078], [0.428071952, 0.304713108], [0.03043505102344992, 0.021520828506356348]]
[400.0, 2000.0, 0.01904, [0.2591985, 0.34559799999999996], [103.5, 314.64], [6.6977012, 26.476988199999997], [0.10581735857599167, 0.12218736091756792]]
[400.0, 600.0, 0.02213, [0.172533212, 0.0862665784], [43.37799999999999, 25.392], [3.22984216, 2.93968428], [0.08626660010919637, 0.06099969098938125]]
[400.0, 700.0, 0.016767, [0.8653278040000001, 0.0865327804], [786.6, 25.392], [50.808656000000006, 2.93968428], [0.19349316994664179, 0.061187919788141185]]
[400.0, 1900.0, 0.027764, [0.0107674477, 0.38762801599999996], [0.09706000000000001, 314.64], [0.0328924104, 26.476988199999997], [0.010767444534335898, 0.12920934096264095]]
[500.0, 1700.0, 0.014981, [0.0055615495, 0.022246198], [0.09706000000000001, 8.096], [0.0328924104, 0.98766186], [0.005561548385117224, 0.02224619924751192]]
