[200.0, 1800.0, 1.0, [186.03095], [252.352891], [27.8891193], [7.847243294622641]]
[200.0, 700.0, 1.0, [4328.596299999999], [6115.6802], [692.13725], [437.254163108318]]
[200.0, 2000.0, 1.0, [4276.615466666666], [5983.4341], [710.82732], [434.2245465706014]]
[200.0, 1300.0, 1.0, [4868.352533333334], [6401.9333], [698.12554], [464.17928139650724]]
[200.0, 1400.0, 1.0, [183.87249999999997], [252.352891], [27.8891193], [7.811995099684843]]
[200.0, 400.0, 1.0, [4445.454766666667], [6401.9333], [698.12554], [444.54553686258555]]
[200.0, 1900.0, 1.0, [4248.986], [6401.9333], [698.12554], [433.66033509341537]]
[200.0, 1700.0, 1.0, [4403.9485], [6115.6802], [692.13725], [440.39485826799677]]
[200.0, 500.0, 1.0, [4398.9848], [6401.9333], [698.12554], [439.89845326948915]]
[200.0, 1500.0, 1.0, [5178.509466666666], [6401.9333], [698.12554], [478.7533208239918]]
[200.0, 100.0, 1.0, [4228.796366666667], [6115.6802], [692.13725], [431.5997030042228]]
[200.0, 600.0, 1.0, [4161.790500000001], [6401.9333], [698.12554], [429.2558171870113]]
[200.0, 1000.0, 1.0, [4854.5623000000005], [6401.9333], [698.12554], [462.86427551113127]]
[200.0, 1200.0, 1.0, [131.1883125], [133.44287599999998], [15.1671464], [6.584154496307783]]
[200.0, 300.0, 1.0, [4249.503766666666], [5983.4341], [710.82732], [433.71320631649354]]
[200.0, 1600.0, 1.0, [4543.707933333333], [6401.9333], [698.12554], [449.8941877819717]]
[200.0, 900.0, 1.0, [4504.7905], [6115.6802], [692.13725], [446.04072565679974]]
[200.0, 800.0, 1.0, [4732.637233333333], [6115.6802], [692.13725], [457.5212738830355]]
[200.0, 1100.0, 1.0, [4599.131833333333], [6401.9333], [698.12554], [450.98202665590424]]
[200.0, 200.0, 1.0, [4755.580666666667], [6115.6802], [692.13725], [457.60598955627506]]
[300.0, 2000.0, 1.0, [112.1410815], [107.80558599999999], [12.187819], [5.10788689356959]]
[300.0, 400.0, 1.0, [116.01609950000001], [107.80558599999999], [12.187819], [5.2092767437044465]]
[300.0, 1000.0, 1.0, [115.5051765], [107.80558599999999], [12.187819], [5.18633520537383]]
[300.0, 200.0, 1.0, [113.7191265], [107.80558599999999], [12.187819], [5.147822559102051]]
[300.0, 1600.0, 1.0, [114.695329], [107.80558599999999], [12.187819], [5.181407104493913]]
[300.0, 1300.0, 1.0, [119.39986800000001], [107.80558599999999], [12.187819], [5.281938629897171]]
[300.0, 800.0, 1.0, [116.2099435], [107.80558599999999], [12.187819], [5.1970667950777765]]
[300.0, 700.0, 1.0, [114.90223149999998], [107.80558599999999], [12.187819], [5.180192886611463]]
[300.0, 300.0, 1.0, [112.80204250000001], [107.80558599999999], [12.187819], [5.137991726832577]]
