(100.0, 800.0, 0.978018)
(100.0, 500.0, 0.961702)
(100.0, 650.0, 0.985995)
(100.0, 850.0, 0.966906)
(100.0, 600.0, 0.993548)
(100.0, 150.0, 0.954387)
(100.0, 100.0, 0.960149)
(100.0, 1000.0, 0.96902)
(100.0, 400.0, 0.975092)
(100.0, 350.0, 0.94977)
(100.0, 750.0, 0.973863)
(100.0, 550.0, 0.958453)
(100.0, 50.0, 0.957103)
(100.0, 900.0, 0.970358)
(100.0, 450.0, 0.963314)
(100.0, 200.0, 0.986341)
(100.0, 950.0, 0.975111)
(100.0, 700.0, 0.986574)
(100.0, 300.0, 0.986392)
(100.0, 250.0, 0.942865)
(200.0, 750.0, 0.946158)
(200.0, 550.0, 0.927063)
(200.0, 700.0, 0.928302)
(200.0, 250.0, 0.916614)
(200.0, 50.0, 1.0)
(200.0, 400.0, 0.914874)
(200.0, 650.0, 0.926142)
(200.0, 450.0, 0.942404)
(200.0, 500.0, 0.939759)
(200.0, 350.0, 0.92524)
(200.0, 100.0, 0.926523)
(200.0, 600.0, 0.913631)
(200.0, 1000.0, 0.932473)
(200.0, 150.0, 0.916444)
(200.0, 300.0, 0.94431)
(200.0, 850.0, 0.922071)
(200.0, 900.0, 0.924399)
(200.0, 800.0, 0.921087)
(200.0, 200.0, 0.925751)
(200.0, 950.0, 0.976413)
(300.0, 650.0, 0.868645)
(300.0, 400.0, 0.853669)
(300.0, 1000.0, 0.878906)
(300.0, 350.0, 0.86723)
(300.0, 200.0, 0.861155)
(300.0, 250.0, 0.863653)
(300.0, 150.0, 0.860831)
(300.0, 550.0, 0.864814)
(300.0, 800.0, 0.859665)
(300.0, 700.0, 0.860979)
(300.0, 300.0, 0.860488)
(300.0, 900.0, 0.886436)
(300.0, 600.0, 0.856989)
(300.0, 50.0, 1.0)
(300.0, 850.0, 0.845319)
(300.0, 750.0, 0.864522)
(300.0, 500.0, 0.852978)
(300.0, 950.0, 0.849847)
(300.0, 100.0, 1.0)
(300.0, 450.0, 0.844619)
(400.0, 900.0, 0.766866)
(400.0, 200.0, 0.772519)
(400.0, 500.0, 0.765283)
(400.0, 150.0, 1.0)
(400.0, 300.0, 0.774266)
(400.0, 650.0, 0.763427)
(400.0, 550.0, 0.782443)
(400.0, 850.0, 0.88417)
(400.0, 250.0, 0.782031)
(400.0, 800.0, 0.785495)
(400.0, 750.0, 0.829057)
(400.0, 100.0, 1.0)
(400.0, 350.0, 0.764415)
(400.0, 950.0, 0.762165)
(400.0, 1000.0, 0.76938)
(400.0, 400.0, 0.762253)
(400.0, 450.0, 0.779666)
(400.0, 50.0, 1.0)
(400.0, 600.0, 0.762117)
(400.0, 700.0, 0.779721)
(500.0, 550.0, 0.646243)
(500.0, 300.0, 0.656574)
(500.0, 850.0, 0.663484)
(500.0, 50.0, 1.0)
(500.0, 650.0, 0.646643)
(500.0, 150.0, 0.99999)
(500.0, 600.0, 0.657566)
(500.0, 450.0, 0.64954)
(500.0, 800.0, 0.655214)
(500.0, 1000.0, 0.65548)
(500.0, 750.0, 0.642799)
(500.0, 700.0, 0.651784)
(500.0, 100.0, 0.999998)
(500.0, 200.0, 0.999578)
(500.0, 250.0, 0.645753)
(500.0, 950.0, 0.662298)
(500.0, 900.0, 0.670408)
(500.0, 350.0, 0.650802)
(500.0, 500.0, 0.656177)
(500.0, 400.0, 0.660238)
(600.0, 450.0, 0.544283)
(600.0, 200.0, 0.991299)
(600.0, 550.0, 0.553083)
(600.0, 100.0, 0.998199)
(600.0, 800.0, 0.557055)
(600.0, 600.0, 0.556333)
(600.0, 350.0, 0.566589)
(600.0, 250.0, 0.942539)
(600.0, 400.0, 0.553827)
