(100.0, 1800.0, 0.999997)
(100.0, 800.0, 0.999991)
(100.0, 500.0, 0.999998)
(100.0, 1100.0, 0.999987)
(100.0, 600.0, 0.999988)
(100.0, 1400.0, 0.999972)
(100.0, 1700.0, 0.999989)
(100.0, 100.0, 0.999978)
(100.0, 1200.0, 0.999996)
(100.0, 1000.0, 0.999994)
(100.0, 2000.0, 0.999989)
(100.0, 400.0, 0.999985)
(100.0, 1600.0, 0.999965)
(100.0, 1300.0, 0.999987)
(100.0, 1500.0, 0.999981)
(100.0, 900.0, 0.999986)
(100.0, 1900.0, 0.999996)
(100.0, 200.0, 0.999999)
(100.0, 700.0, 0.999998)
(100.0, 300.0, 0.999977)
(200.0, 1800.0, 0.999951)
(200.0, 700.0, 0.999921)
(200.0, 2000.0, 0.999899)
(200.0, 1300.0, 0.999853)
(200.0, 1400.0, 0.999933)
(200.0, 400.0, 0.999894)
(200.0, 1900.0, 0.999938)
(200.0, 1700.0, 0.999943)
(200.0, 500.0, 0.999921)
(200.0, 1500.0, 0.999933)
(200.0, 100.0, 0.999901)
(200.0, 600.0, 0.999923)
(200.0, 1000.0, 0.999942)
(200.0, 1200.0, 0.999906)
(200.0, 300.0, 0.999908)
(200.0, 1600.0, 0.999922)
(200.0, 900.0, 0.999936)
(200.0, 800.0, 0.999924)
(200.0, 1100.0, 0.999967)
(200.0, 200.0, 0.999894)
(300.0, 2000.0, 0.998995)
(300.0, 400.0, 0.998374)
(300.0, 1000.0, 0.998288)
(300.0, 200.0, 0.998106)
(300.0, 1600.0, 0.998488)
(300.0, 1300.0, 0.997774)
(300.0, 800.0, 0.998724)
(300.0, 700.0, 0.998737)
(300.0, 300.0, 0.998615)
(300.0, 900.0, 0.998114)
(300.0, 600.0, 0.998642)
(300.0, 1400.0, 0.998475)
(300.0, 500.0, 0.999131)
(300.0, 1200.0, 0.998847)
(300.0, 100.0, 0.999874)
(300.0, 1100.0, 0.997965)
(300.0, 1900.0, 0.998297)
(300.0, 1500.0, 0.998351)
(300.0, 1700.0, 0.998866)
(300.0, 1800.0, 0.997735)
(400.0, 900.0, 0.992161)
(400.0, 1200.0, 0.991603)
(400.0, 1500.0, 0.991005)
(400.0, 200.0, 0.989438)
(400.0, 1600.0, 0.989707)
(400.0, 500.0, 0.989547)
(400.0, 1700.0, 0.991304)
(400.0, 300.0, 0.988961)
(400.0, 1300.0, 0.991983)
(400.0, 1400.0, 0.990944)
(400.0, 1100.0, 0.991583)
(400.0, 800.0, 0.991166)
(400.0, 100.0, 0.998456)
(400.0, 1000.0, 0.991952)
(400.0, 400.0, 0.990631)
(400.0, 1800.0, 0.990777)
(400.0, 2000.0, 0.990942)
(400.0, 600.0, 0.991049)
(400.0, 700.0, 0.990512)
(400.0, 1900.0, 0.990097)
(500.0, 1700.0, 0.959641)
(500.0, 1100.0, 0.960865)
(500.0, 300.0, 0.965057)
(500.0, 1300.0, 0.958033)
(500.0, 1800.0, 0.960316)
(500.0, 1400.0, 0.956326)
(500.0, 600.0, 0.960374)
(500.0, 1900.0, 0.953874)
(500.0, 1200.0, 0.953697)
(500.0, 800.0, 0.9588)
(500.0, 1000.0, 0.957523)
(500.0, 2000.0, 0.961031)
(500.0, 700.0, 0.955712)
(500.0, 100.0, 0.977393)
(500.0, 200.0, 0.958434)
(500.0, 1500.0, 0.957711)
(500.0, 900.0, 0.9587)
(500.0, 1600.0, 0.959227)
(500.0, 500.0, 0.962289)
(500.0, 400.0, 0.952144)
(600.0, 200.0, 0.900067)
(600.0, 1400.0, 0.896604)
(600.0, 1900.0, 0.901077)
(600.0, 100.0, 0.912932)
