(100.0, 1800.0, 0.989005)
(100.0, 800.0, 0.968976)
(100.0, 500.0, 0.981449)
(100.0, 1100.0, 0.961507)
(100.0, 600.0, 0.984725)
(100.0, 1400.0, 0.97096)
(100.0, 1700.0, 0.999197)
(100.0, 100.0, 0.967939)
(100.0, 1200.0, 0.979968)
(100.0, 1000.0, 0.9652)
(100.0, 2000.0, 0.969197)
(100.0, 400.0, 0.99995)
(100.0, 1600.0, 0.973267)
(100.0, 1300.0, 0.967445)
(100.0, 1500.0, 0.98584)
(100.0, 900.0, 0.978675)
(100.0, 1900.0, 0.972888)
(100.0, 200.0, 0.976425)
(100.0, 700.0, 0.966728)
(100.0, 300.0, 0.981144)
(200.0, 1800.0, 0.99996)
(200.0, 700.0, 0.936979)
(200.0, 2000.0, 0.922925)
(200.0, 1300.0, 0.929781)
(200.0, 1400.0, 0.924938)
(200.0, 400.0, 0.952296)
(200.0, 1900.0, 0.913884)
(200.0, 1700.0, 0.921061)
(200.0, 500.0, 0.934033)
(200.0, 1500.0, 0.942947)
(200.0, 100.0, 0.917617)
(200.0, 600.0, 0.929878)
(200.0, 1000.0, 0.929658)
(200.0, 1200.0, 0.922503)
(200.0, 300.0, 0.922335)
(200.0, 1600.0, 0.931519)
(200.0, 900.0, 0.921443)
(200.0, 800.0, 0.91477)
(200.0, 1100.0, 0.91324)
(200.0, 200.0, 0.921561)
(300.0, 2000.0, 0.849168)
(300.0, 400.0, 0.8473)
(300.0, 1000.0, 0.843628)
(300.0, 200.0, 0.847339)
(300.0, 1600.0, 0.841289)
(300.0, 1300.0, 0.854848)
(300.0, 800.0, 0.847916)
(300.0, 700.0, 0.842398)
(300.0, 300.0, 0.915787)
(300.0, 900.0, 0.849916)
(300.0, 600.0, 0.834743)
(300.0, 1400.0, 0.861553)
(300.0, 500.0, 0.857325)
(300.0, 1200.0, 0.862738)
(300.0, 100.0, 1.0)
(300.0, 1100.0, 0.84405)
(300.0, 1900.0, 0.863312)
(300.0, 1500.0, 0.8397)
(300.0, 1700.0, 0.846862)
(300.0, 1800.0, 0.860261)
(400.0, 900.0, 0.748688)
(400.0, 1200.0, 0.763692)
(400.0, 1500.0, 0.760419)
(400.0, 200.0, 0.753338)
(400.0, 1600.0, 0.755403)
(400.0, 500.0, 0.754847)
(400.0, 1700.0, 0.745619)
(400.0, 300.0, 0.763869)
(400.0, 1300.0, 0.761548)
(400.0, 1400.0, 0.762814)
(400.0, 1100.0, 0.752732)
(400.0, 800.0, 0.754926)
(400.0, 100.0, 1.0)
(400.0, 1000.0, 0.753912)
(400.0, 400.0, 0.753833)
(400.0, 1800.0, 0.764234)
(400.0, 2000.0, 0.733439)
(400.0, 600.0, 0.737646)
(400.0, 700.0, 0.759154)
(400.0, 1900.0, 0.775306)
(500.0, 1700.0, 0.642426)
(500.0, 1100.0, 0.638992)
(500.0, 300.0, 0.648259)
