[100.0, 800.0, 0.019526, [2.58670512], [634.4209599999999], [102.62691999999998], [1.056017743032758]]
[100.0, 500.0, 0.027918, [1.2871995999999999], [254.23487], [33.120506], [0.5254970017041011]]
[100.0, 650.0, 0.047917, [0.32418982999999996], [23.324299999999997], [2.33243], [0.13234991225913223]]
[100.0, 850.0, 0.032176, [0.32239468], [32.18753399999999], [5.5978319999999995], [0.18613471000863863]]
[100.0, 600.0, 0.037123, [0.16072031999999997], [9.796206], [1.3994579999999999], [0.09279188878883757]]
[100.0, 150.0, 0.026396, [0.38552415999999995], [64.841554], [8.396747999999999], [0.12850804142153907]]
[100.0, 100.0, 0.064099, [0.6449195399999998], [32.18753399999999], [5.5978319999999995], [0.3723444988179629]]
[100.0, 1000.0, 0.055989, [2.58506752], [254.23487], [33.120506], [1.0553493796842826]]
[100.0, 400.0, 0.022469, [1.5494837799999999], [391.84824], [51.31345999999999], [0.36521682546125933]]
[100.0, 350.0, 0.0739, [0.32280339], [9.796206], [1.3994579999999999], [0.1863706193314815]]
[100.0, 750.0, 0.028191, [1.2999342399999998], [254.23487], [33.120506], [0.75051717235517]]
[100.0, 550.0, 0.022039, [0.32178517999999995], [64.841554], [8.396747999999999], [0.13136828076061588]]
[100.0, 50.0, 0.063923, [0.6431331299999999], [32.18753399999999], [5.5978319999999995], [0.37131304286275746]]
[100.0, 900.0, 0.037098, [0.16060992], [9.796206], [1.3994579999999999], [0.09272820180506035]]
[100.0, 450.0, 0.023719, [0.15991382499999998], [23.324299999999997], [2.33243], [0.06528454891856111]]
[100.0, 200.0, 0.042799, [0.4292733799999999], [32.18753399999999], [5.5978319999999995], [0.17525014473603154]]
[100.0, 950.0, 0.028608, [0.19299702499999996], [23.324299999999997], [2.33243], [0.06433236090802201]]
[100.0, 700.0, 0.026369, [0.3851258], [64.841554], [8.396747999999999], [0.12837523709812573]]
[100.0, 300.0, 0.02811, [0.9622500799999999], [200.58897999999996], [23.324299999999997], [0.3207500869524434]]
[100.0, 250.0, 0.022424, [1.5463314], [391.84824], [51.31345999999999], [0.3644737074742155]]
[200.0, 750.0, 0.012197, [0.0821077345], [23.324299999999997], [2.33243], [0.021200127576267082]]
[200.0, 550.0, 0.009046, [0.13197262], [64.841554], [8.396747999999999], [0.03809721416324296]]
[200.0, 700.0, 0.012248, [0.08245090599999999], [23.324299999999997], [2.33243], [0.021288733405254525]]
[200.0, 250.0, 0.014481, [0.49544759999999993], [200.58897999999996], [23.324299999999997], [0.11677810092650075]]
[200.0, 50.0, 0.015443, [0.5283642799999999], [200.58897999999996], [23.324299999999997], [0.10785189272330827]]
[200.0, 400.0, 0.009637, [0.32967578999999997], [200.58897999999996], [23.324299999999997], [0.09516919755887406]]
[200.0, 650.0, 0.015887, [0.23185540999999998], [64.841554], [8.396747999999999], [0.05059498156932168]]
[200.0, 450.0, 0.007123, [0.32819744199999995], [254.23487], [33.120506], [0.1894848826687765]]
[200.0, 500.0, 0.007329, [0.0493059625], [23.324299999999997], [2.33243], [0.016435326700434037]]
[200.0, 350.0, 0.009638, [0.329703988], [200.58897999999996], [23.324299999999997], [0.09517733488599057]]
[200.0, 100.0, 0.011323, [0.16520097299999997], [64.841554], [8.396747999999999], [0.047689411550154395]]
[200.0, 600.0, 0.016465, [0.16470960099999998], [32.18753399999999], [5.5978319999999995], [0.09509514035953677]]
[200.0, 1000.0, 0.016489, [0.16494956], [32.18753399999999], [5.5978319999999995], [0.09523366568603772]]
[200.0, 150.0, 0.01223, [0.082327672], [23.324299999999997], [2.33243], [0.021256915557060482]]
[200.0, 300.0, 0.018064, [0.26367683], [64.841554], [8.396747999999999], [0.05382282086624594]]
[200.0, 850.0, 0.018055, [0.26353284999999993], [64.841554], [8.396747999999999], [0.053793440241352845]]
[200.0, 900.0, 0.019119, [0.0824568745], [9.796206], [1.3994579999999999], [0.04760648598142904]]
[200.0, 800.0, 0.014674, [0.098814693], [23.324299999999997], [2.33243], [0.023290844698078253]]
[200.0, 200.0, 0.012255, [0.0824966875], [23.324299999999997], [2.33243], [0.021300555057321865]]
[200.0, 950.0, 0.01228, [0.0826643], [23.324299999999997], [2.33243], [0.02134383270408574]]
[300.0, 650.0, 0.003515, [0.05126502199999999], [64.841554], [8.396747999999999], [0.014798935309676839]]
[300.0, 400.0, 0.001902, [0.012784883499999998], [23.324299999999997], [2.33243], [0.0052194052079714975]]
[300.0, 1000.0, 0.005737, [0.038592045], [23.324299999999997], [2.33243], [0.009096231032686008]]
[300.0, 350.0, 0.003817, [0.025668897], [23.324299999999997], [2.33243], [0.007409972149070466]]
[300.0, 200.0, 0.004765, [0.03204730299999999], [23.324299999999997], [2.33243], [0.008274578051175782]]
[300.0, 250.0, 0.004757, [0.031993897], [23.324299999999997], [2.33243], [0.008260787084170612]]
[300.0, 150.0, 0.003518, [0.05130356999999999], [64.841554], [8.396747999999999], [0.014810065945160406]]
[300.0, 550.0, 0.005707, [0.03838998999999999], [23.324299999999997], [2.33243], [0.00904860895110403]]
[300.0, 800.0, 0.004489, [0.15352430999999997], [200.58897999999996], [23.324299999999997], [0.036186030912494394]]
[300.0, 700.0, 0.004767, [0.0320642425], [23.324299999999997], [2.33243], [0.008278951357207022]]
[300.0, 300.0, 0.006437, [0.06433484099999999], [32.18753399999999], [5.5978319999999995], [0.03714373960709933]]
[300.0, 900.0, 0.004757, [0.031995805999999995], [23.324299999999997], [2.33243], [0.00826128335974502]]
[300.0, 600.0, 0.005719, [0.03846666049999999], [23.324299999999997], [2.33243], [0.009066678329189804]]
[300.0, 50.0, 0.009653, [0.14082991999999997], [64.841554], [8.396747999999999], [0.024515335221040723]]
[300.0, 850.0, 0.007431, [0.031975278499999996], [9.796206], [1.3994579999999999], [0.018460935350084515]]
[300.0, 750.0, 0.003744, [0.128068922], [200.58897999999996], [23.324299999999997], [0.03306724645929866]]
[300.0, 500.0, 0.007154, [0.0481296735], [23.324299999999997], [2.33243], [0.011344274077701048]]
[300.0, 950.0, 0.00949, [0.06386446800000001], [23.324299999999997], [2.33243], [0.011660001929673938]]
[300.0, 100.0, 0.008788, [0.20525356399999997], [110.09069599999998], [15.394037999999998], [0.04189720555359271]]
[300.0, 450.0, 0.006432, [0.064282148], [32.18753399999999], [5.5978319999999995], [0.03711331341984975]]
