[100.0, 800.0, 0.232808, [28.168794775000002], [1039.555], [84.8060851], [28.16879420572857]]
[100.0, 500.0, 0.206979, [515.4118392857143], [33345.0], [1938.60405], [257.7059459768764]]
[100.0, 650.0, 0.516569, [0.0, 60048.225000000064, 0.0, 1681350.0, 160128.60000000006, 60048.225000000064], [257850.0, 19440000.0, 11160000.0, 3114000000.0, 57600000.0, 1035000.0], [93268.305, 2936707.1999999997, 2472563.25, 280958895.0, 5954985.0, 61260.12], [0.0, 60048.21500261275, 0.0, 449359.6694186073, 113228.01111032556, 60048.21500261275]]
[100.0, 850.0, 0.481784, [28.429219087499998], [356.29], [27.26139856], [28.429214371509634]]
[100.0, 600.0, 0.612275, [189.55977631578946], [3073.5000000000005], [164.11482], [134.03897898675459]]
[100.0, 150.0, 0.182146, [76.0789645], [2002.44], [318.2100405], [76.07895310885193]]
[100.0, 100.0, 0.305374, [22.673455612499996], [595.32], [46.9412977], [22.673461523331632]]
[100.0, 1000.0, 0.544195, [37.7505998375], [356.29], [27.26139856], [37.750595957464704]]
[100.0, 400.0, 0.468904, [32.356157428571436], [248.05], [36.62497487], [32.356151090682296]]
[100.0, 350.0, 0.362146, [49.628340666666666], [460.02], [90.2436568], [49.628351698268574]]
[100.0, 750.0, 0.390906, [210.97455882352943], [5535.0], [377.110215], [149.18161045492127]]
[100.0, 550.0, 0.10509, [75.26344375000001], [3292.2999999999997], [561.789503], [75.26342844861824]]
[100.0, 50.0, 0.244785, [51.471818199999994], [1788.2150000000001], [150.88890519999998], [51.471804079893]]
[100.0, 900.0, 0.510636, [150.38858083333335], [1788.2150000000001], [150.88890519999998], [150.38855190056853]]
[100.0, 450.0, 0.184965, [37.73350130000001], [1788.2150000000001], [150.88890519999998], [37.733509445223596]]
[100.0, 200.0, 0.661723, [75.12765937500001], [200.25], [15.356916], [75.12766088257706]]
[100.0, 950.0, 0.562808, [112.73043787499999], [1039.555], [84.8060851], [112.73045027388619]]
[100.0, 700.0, 0.615508, [0.0, 0.0, 0.0, 72168.48000000001, 180421.25624999983, 55514.21538461533], [257850.0, 162000000.0, 11160000.0, 10080000.0, 266400000.0, 504000.0], [93268.305, 23358969.0, 2472563.25, 731936.25, 27326407.5, 32331.5505], [0.0, 0.0, 0.0, 72168.4965895785, 127577.09571691336, 55514.22814582955]]
[100.0, 300.0, 0.603631, [81.59430681818182], [697.5], [42.647377500000005], [81.59430093924736]]
[100.0, 250.0, 0.232975, [28.19167175], [1039.555], [84.8060851], [28.191665804669782]]
[200.0, 750.0, 0.409289, [9.668232000000001], [118.8], [10.061594999999999], [9.668228793320935]]
[200.0, 550.0, 0.112654, [1.7214657114285714], [92.004], [7.13984865], [1.7214655399335101]]
[200.0, 700.0, 0.101971, [0.0, 8700.340909090903, 0.0, 7975.312500000007, 6380.252999999994, 8700.344999999992], [15255000.0, 54900000.0, 490500.0, 1305000.0, 1017000.0, 6345000.0], [3065951.25, 7606273.5, 163210.5, 76149.09, 88695.045, 421023.14999999997], [0.0, 8700.344215191131, 0.0, 7975.315530591885, 6380.251719172209, 8700.343253416648]]
[200.0, 250.0, 0.115319, [25.268009210526316], [3073.5000000000005], [164.11482], [17.867170475964418]]
[200.0, 50.0, 0.122428, [11.529867857142857], [1138.5], [65.71907999999999], [11.529870811000762]]
[200.0, 400.0, 0.076616, [0.0, 8656.23272727272, 11286.433928571438, 7324.504615384609, 17312.46545454544, 47609.279999999955], [257850.0, 40545000.0, 11160000.0, 1174500.0, 14310000.0, 39330000.0], [93268.305, 5774310.0, 2472563.25, 77947.245, 1477480.95, 2589960.5999999996], [0.0, 8656.23313615327, 11286.43691176562, 7324.504961360461, 12241.76366729689, 23804.638466063687]]
[200.0, 650.0, 0.062575, [0.0, 8042.996250000008, 0.0, 26322.545454545434, 28954.795500000004, 96516.00000000004], [257850.0, 19440000.0, 11160000.0, 4995000.0, 29700000.0, 88200000.0], [93268.305, 2936707.1999999997, 2472563.25, 344700.225, 3062768.4, 6146244.000000001], [0.0, 8042.998216616744, 0.0, 15197.32808725715, 16717.060895982886, 34123.55611643152]]
[200.0, 450.0, 0.318616, [4.000862341666666], [62.238], [4.55118081], [2.8290373293128943]]
[200.0, 500.0, 0.041088, [0.0, 16072.983750000016, 0.0, 9643.792500000001, 9643.792500000001, 17534.159999999985], [15255000.0, 27630000.0, 490500.0, 5580000.0, 39780000.0, 6345000.0], [3065951.25, 4035180.6, 163210.5, 321381.36, 3978151.1999999997, 421023.14999999997], [0.0, 11365.317719931998, 0.0, 9643.791876124247, 9643.789776327565, 12398.528421743975]]
[200.0, 350.0, 0.041836, [0.0, 6014.643750000003, 0.0, 60146.43749999994, 21385.395000000008, 9623.425500000003], [257850.0, 1089000.0, 11160000.0, 90900000.0, 57600000.0, 4374000.0], [93268.305, 172321.11, 2472563.25, 6977101.5, 5954985.0, 252722.61000000002], [0.0, 6014.643531948198, 0.0, 26898.30065496701, 15121.759983546892, 9623.428598997345]]
[200.0, 100.0, 0.078601, [0.0, 19576.404000000002, 8165.330999999994, 7529.386153846148, 8898.365454545446, 10875.775000000005], [257850.0, 81900000.0, 5805000.0, 1174500.0, 14310000.0, 8865000.0], [93268.305, 11728300.500000002, 1289598.75, 77947.245, 1477480.95, 534283.2000000001], [0.0, 13842.607106322135, 8165.327672543208, 7529.3864527615715, 8898.36580780913, 10875.779282423862]]
[200.0, 600.0, 0.061972, [0.0, 6855.647142857148, 0.0, 9597.906000000003, 31993.02000000001, 19195.8165], [257850.0, 4491000.0, 11160000.0, 10080000.0, 57600000.0, 4374000.0], [93268.305, 715745.25, 2472563.25, 731936.25, 5954985.0, 252722.61000000002], [0.0, 6855.6494746586795, 0.0, 9597.906099769887, 18471.180254656178, 13573.489722617396]]
[200.0, 1000.0, 0.166941, [1.8905818525], [39.236999999999995], [5.9790423], [1.890581875133164]]
[200.0, 150.0, 0.083571, [12.726272368421052], [1570.5], [113.85864], [12.726274773017355]]
[200.0, 300.0, 0.443977, [0.0, 21341.22500000001, 0.0, 19207.093500000003, 8002.957500000008, 6402.3659999999945], [257850.0, 162000000.0, 11160000.0, 10080000.0, 6885000.0, 113850.0], [93268.305, 23358969.0, 2472563.25, 731936.25, 691334.1, 8798.985], [0.0, 15090.520203094395, 0.0, 13581.46967378715, 8002.955996848922, 6402.3647974791265]]
