[100.0, 800.0, 0.557157, [244.336176], [2932.04], [313.353196], [2.8976962380484257]]
[100.0, 500.0, 0.584036, [259.015144], [2932.04], [313.353196], [2.9825105955888906]]
[100.0, 650.0, 0.586153, [260.19476799999995], [2932.04], [313.353196], [2.993117882075479]]
[100.0, 850.0, 0.587425, [260.90500799999995], [2932.04], [313.353196], [2.9935731265496086]]
[100.0, 600.0, 0.589477, [262.05372], [2932.04], [313.353196], [2.994361864571482]]
[100.0, 150.0, 0.566556, [249.40832], [2932.04], [313.353196], [2.9235133439066083]]
[100.0, 100.0, 0.561243, [246.533688], [2932.04], [313.353196], [2.9102815313986374]]
[100.0, 1000.0, 0.586496, [260.385944], [2932.04], [313.353196], [2.993536370248406]]
[100.0, 400.0, 0.572536, [252.669168], [2932.04], [313.353196], [2.949601496066884]]
[100.0, 350.0, 0.573906, [253.41952], [2932.04], [313.353196], [2.9451469015993075]]
[100.0, 750.0, 0.579575, [256.541448], [2932.04], [313.353196], [2.964064104030141]]
[100.0, 550.0, 0.596534, [266.03088], [2932.04], [313.353196], [3.0215175546072874]]
[100.0, 50.0, 0.568074, [250.23356], [2932.04], [313.353196], [2.923559665886776]]
[100.0, 900.0, 0.571531, [252.119192], [2932.04], [313.353196], [2.9377822841047974]]
[100.0, 450.0, 0.589605, [262.12584799999996], [2932.04], [313.353196], [2.992257535440424]]
[100.0, 200.0, 0.583121, [258.506568], [2932.04], [313.353196], [2.9802110282327328]]
[100.0, 950.0, 0.557968, [244.771704], [2932.04], [313.353196], [2.897975466562821]]
[100.0, 700.0, 0.565702, [248.945192], [2932.04], [313.353196], [2.919288008539068]]
[100.0, 300.0, 0.573852, [253.39007999999998], [2932.04], [313.353196], [2.9448025905992408]]
[100.0, 250.0, 0.571031, [251.845768], [2932.04], [313.353196], [2.941794623966806]]
[200.0, 750.0, 0.609964, [114.096928], [1319.28], [127.221418], [1.1176307999513972]]
[200.0, 550.0, 0.611301, [114.42028499999999], [1319.28], [127.221418], [1.1217675574734722]]
[200.0, 700.0, 0.611935, [114.57378700000001], [1319.28], [127.221418], [1.1223019629315454]]
[200.0, 250.0, 0.620142, [116.57490199999998], [1319.28], [127.221418], [1.132168546197959]]
[200.0, 50.0, 0.177678, [3.4013435], [143.51999999999998], [9.081011799999999], [0.19349574804113914]]
[200.0, 400.0, 0.605821, [113.099602], [1319.28], [127.221418], [1.1147825012081953]]
[200.0, 650.0, 0.621955, [117.02071099999999], [1319.28], [127.221418], [1.1366592088220637]]
[200.0, 450.0, 0.626376, [118.113211], [1319.28], [127.221418], [1.1395561162136774]]
[200.0, 500.0, 0.609407, [113.96251600000001], [1319.28], [127.221418], [1.1174407447377244]]
[200.0, 350.0, 0.61783, [116.00866500000001], [1319.28], [127.221418], [1.1287475838290864]]
[200.0, 100.0, 0.62195, [117.01942299999999], [1319.28], [127.221418], [1.1352015754922118]]
[200.0, 600.0, 0.608691, [113.789924], [1319.28], [127.221418], [1.120770199907189]]
[200.0, 1000.0, 0.609964, [114.096974], [1319.28], [127.221418], [1.1203760132205616]]
[200.0, 150.0, 0.614215, [115.12702899999998], [1319.28], [127.221418], [1.1241672050900613]]
[200.0, 300.0, 0.623769, [117.46806099999999], [1319.28], [127.221418], [1.1360314449873297]]
[200.0, 850.0, 0.605363, [112.989754], [1319.28], [127.221418], [1.113862003571358]]
[200.0, 900.0, 0.625446, [117.882636], [1319.28], [127.221418], [1.1373315114776341]]
[200.0, 800.0, 0.604214, [112.71460499999999], [1319.28], [127.221418], [1.1124477313563994]]
[200.0, 200.0, 0.615863, [115.528356], [1319.28], [127.221418], [1.1272804242955698]]
[200.0, 950.0, 0.609743, [114.043683], [1319.28], [127.221418], [1.1211508007400255]]
[300.0, 650.0, 0.58173, [10.675939900000001], [112.60799999999999], [7.11574], [0.21356149613167633]]
[300.0, 400.0, 0.572458, [10.458031], [112.60799999999999], [7.11574], [0.21111186195948345]]
[300.0, 1000.0, 0.568605, [10.3683954], [112.60799999999999], [7.11574], [0.21085476266852501]]
